Ah	I	AH
!	Fs	!
Constance	Nc	CONSTANCE
,	Fw	,
est	Vuc	ÊTRE
-ce	Vvc	-ce
à	S	À
vous	Pp	VOUS
à	S	À
prendre	Vvn	PRENDRE
ma	Ds	MON
défense	Nc	DÉFENSE
,	Fw	,
Et	Vvc	Et
celle	Pd	CELUI
de	S	DE
l'	Da	LE
hymen	Nc	HYMEN
,	Fw	,
vous	Pp	VOUS
?	Fs	?
...	Fs	...
Ce	Vvc	Ce
doute	Nc	DOUTE
m'	Pp	JE
offense	Vvc	OFFENSER
;	Fw	;
Vous	Nc	Vous
me	Pp	JE
connaissez	Vvc	CONNAÎTRE
peu	Rg	PEU
,	Fw	,
si	Cs	SI
vous	Pp	VOUS
me	Pp	JE
soupçonnez	Vvc	SOUPÇONNER
De	Vvc	De
penser	Vvn	PENSER
autrement	Rg	AUTREMENT
.	Fs	.
Madame	Nc	MADAME
,	Fw	,
pardonnez	Vvc	PARDONNER
...	Fs	...
À	Nc	À
part	Nc	PART
.	Fs	.
Épouse	Nc	Épouse
vertueuse	Ag	VERTUEUX
autant	Rg	AUTANT
qu'	Cs	QUE
infortunée	Ag	INFORTUNÉ
!	Fs	!
Si	Cs	SI
je	Pp	JE
fais	Vvc	FAIRE
quelques	Di	QUELQUE
voeux	Nc	VU
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
pour	S	POUR
votre	Ds	VOTRE
hyménée	Nc	HYMÉNÉE
:	Fw	:
Damon	Nc	Damon
,	Fw	,
soyez	Vuc	ÊTRE
-en	Ge	-en
sûr	Ag	SÛR
;	Fw	;
croyez	Vvc	CROIRE
qu'	Cs	QUE
il	Pp	IL
m'	Pp	JE
est	Vuc	ÊTRE
bien	Rg	BIEN
doux	Ag	DOUX
De	Vvc	De
servir	Vvn	SERVIR
un	Dn	UN
ami	Nc	AMI
si	Rg	SI
cher	Ag	CHER
à	S	À
mon	Ds	MON
époux	Nc	ÉPOUX
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
l'	Da	LE
étroite	Ag	ÉTROIT
amitié	Nc	AMITIÉ
dont	Pr	DONT
votre	Ds	VOTRE
époux	Nc	ÉPOUX
m'	Pp	JE
honore	Vvc	HONORER
,	Fw	,
Qui	Vvc	Qui
me	Pp	JE
perd	Vvc	PERDRE
dans	S	DANS
l'	Da	LE
esprit	Nc	ESPRIT
de	S	DE
celle	Pd	CELUI
