Enfin	Rg	ENFIN
je	Pp	JE
ne	Rp	NE
le	Pp	IL
puis	Vvc	POUVOIR
:	Fw	:
que	Pr	QUE
veux	Vvc	VOULOIR
-tu	Vvn	-tu
que	Cs	QUE
j'	Pp	JE
y	Pp	Y
fasse	Vvc	FAIRE
?	Fs	?
Pour	S	POUR
tout	Di	TOUT
autre	Ag	AUTRE
sujet	Nc	SUJET
mon	Ds	MON
maître	Nc	MAÎTRE
n'	Rp	NE
est	Vuc	ÊTRE
que	Rg	QUE
glace	Nc	GLACE|GLACÉ
;	Fw	;
Elle	Vvc	Elle
est	Vuc	ÊTRE
trop	Rg	TROP
dans	S	DANS
son	Ds	SON
coeur	Nc	CUR
;	Fw	;
on	Pp	ON
ne	Rp	NE
l'	Pp	IL
en	Pp	EN
peut	Vvc	POUVOIR
chasser	Vvn	CHASSER
,	Fw	,
Et	Vvc	Et
c'	Pd	CE
est	Vuc	ÊTRE
folie	Nc	FOLIE
à	S	À
nous	Pp	NOUS
que	Cs	QUE
de	S	DE
plus	Rg	PLUS
y	Pp	Y
penser	Vvn	PENSER
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
beau	Ag	BEAU
devant	S	DEVANT
les	Da	LE
yeux	Nc	OEIL|YEUX
lui	Pp	IL
remettre	Vvn	REMETTRE
Hippolyte	Nc	Hippolyte
,	Fw	,
Parler	Nc	PARLER
de	S	DE
ses	Ds	SON
attraits	Nc	ATTRAIT
,	Fw	,
élever	Vvn	ÉLEVER
son	Ds	SON
mérite	Nc	MÉRITE
,	Fw	,
Sa	Vvc	Sa
grâce	Nc	GRÂCE
,	Fw	,
son	Ds	SON
esprit	Nc	ESPRIT
,	Fw	,
sa	Ds	SON
naissance	Nc	NAISSANCE
,	Fw	,
son	Ds	SON
bien	Nc	BIEN
;	Fw	;
Je	Vvc	Je
n'	Rp	NE
avance	Vvc	AVANCER
non	Rg	NON
plus	Rg	PLUS
qu'	Cs	QUE
à	S	À
ne	Rp	NE
lui	Pp	IL
dire	Vvn	DIRE
rien	Pi	RIEN
:	Fw	:
L'	Da	LE
amour	Nc	AMOUR
,	Fw	,
dont	Pr	DONT
malgré	S	MALGRÉ
moi	Pp	JE
son	Ds	SON
âme	Nc	ÂME
est	Vuc	ÊTRE
possédée	Ge	POSSÉDER
,	Fw	,
Fait	Vvc	FAIRE
qu'	Cs	QUE
il	Pp	IL
en	Pp	EN
voit	Vvc	VOIR
autant	Rg	AUTANT
,	Fw	,
ou	Cc	OU
plus	Rg	PLUS
,	Fw	,
en	Pp	EN
Célidée	Vvc	Célidée
.	Fs	.
Ne	Rp	NE
quittons	Vvc	QUITTER
pas	Rg	PAS
pourtant	Rg	POURTANT
:	Fw	:
à	S	À
la	Da	LE
longue	Nc	LONGUE
on	Pp	ON
fait	Vvc	FAIRE
tout	Pi	TOUT
.	Fs	.
La	Da	LE
gloire	Nc	GLOIRE
suit	Vvc	SUIVRE
la	Da	LE
peine	Nc	PEINE
:	Fw	:
espérons	Vvc	ESPÉRER
jusqu'	S	JUSQUE
au	S+Da	À+LE
bout	Nc	BOUT
.	Fs	.
Je	Pp	JE
veux	Vvc	VOULOIR
que	Cs	QUE
Célidée	Nc	Célidée
ait	Vuc	AVOIR
charmé	Ge	CHARMER
son	Ds	SON
courage	Nc	COURAGE
,	Fw	,
L'	Vvc	L'
amour	Nc	AMOUR
le	Da	LE
plus	Rg	PLUS
parfait	Ag	PARFAIT
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
un	Dn	UN
mariage	Nc	MARIAGE
;	Fw	;
Fort	Vvc	Fort
souvent	Rg	SOUVENT
moins	Rg	MOINS
que	Cs	QUE
rien	Pi	RIEN
cause	Vvc	CAUSER
un	Dn	UN
grand	Ag	GRAND
changement	Nc	CHANGEMENT
,	Fw	,
Et	Vvc	Et
les	Da	LE
occasions	Nc	OCCASION
naissent	Vvc	NAÎTRE
en	S	EN
un	Dn	UN
moment	Nc	MOMENT
.	Fs	.
Je	Pp	JE
les	Pp	ILS
prendrai	Vvc	PRENDRE
toujours	Rg	TOUJOURS
quand	Cs	QUAND
je	Pp	JE
les	Pp	ILS
verrai	Vvc	VOIR
naître	Vvn	NAÎTRE
.	Fs	.
Hippolyte	Nc	Hippolyte
,	Fw	,
en	S	EN
ce	Dd	CE
cas	Nc	CAS
,	Fw	,
saura	Vvc	SAURER|SAVOIR
le	Pp	IL
reconnaître	Vvn	RECONNAÎTRE
.	Fs	.
Tout	Pi	TOUT
ce	Pd	CE
que	Pr	QUE
j'	Pp	JE
en	Pp	EN
prétends	Vvc	PRÉTENDRE
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
un	Dn	UN
entier	Ag	ENTIER
secret	Nc	SECRET
.	Fs	.
Adieu	Nc	ADIEU
:	Fw	:
je	Pp	JE
vais	Vvc	ALLER
trouver	Vvn	TROUVER
Célidée	Vvc	Célidée
à	S	À
regret	Nc	REGRET
.	Fs	.
De	S	DE
la	Da	LE
part	Nc	PART
de	S	DE
ton	Ds	TON
maître	Nc	MAÎTRE
?	Fs	?
Oui	Rg	OUI
.	Fs	.
Si	Cs	SI
j'	Pp	JE
ai	Vuc	AVOIR
bonne	Ag	BON
vue	Nc	VUE
,	Fw	,
La	Vvc	La
voilà	S	VOILÀ
que	Cs	QUE
son	Ds	SON
père	Nc	PÈRE
amène	Ag	AMÈNE
vers	S	VERS
la	Da	LE
rue	Nc	RUE
.	Fs	.
Tirons-nous	Vvc	Tirons-nous
à	S	À
quartier	Nc	QUARTIER
;	Fw	;
nous	Pp	NOUS
jouerons	Vvc	JOUER
mieux	Rg	MIEUX
nos	Ds	NOTRE
jeux	Nc	JEU
,	Fw	,
S'	Vvc	S'
ils	Pp	ILS
n'	Rp	NE
aperçoivent	Vvc	APERCEVOIR
point	Rg	POINT
que	Cs	QUE
nous	Pp	NOUS
parlions	Vvc	PARLER
nous	Pp	NOUS
deux	Nc	DEUX
.	Fs	.
Ne	Rp	NE
pense	Vvc	PENSER
plus	Rg	PLUS
,	Fw	,
ma	Ds	MON
fille	Nc	FILLE
,	Fw	,
à	S	À
me	Pp	JE
cacher	Vvn	CACHER
ta	Ds	TON
flamme	Nc	FLAMME
;	Fw	;
N'	Vvc	N'
en	Pp	EN
conçois	Vvc	CONCEVOIR
point	Rg	POINT
de	S	DE
honte	Nc	HONTE
,	Fw	,
et	Cc	ET
n'	Rp	NE
en	Pp	EN
crains	Vvc	CRAINDRE
point	Rg	POINT
de	S	DE
blâme	Nc	BLÂME
:	Fw	:
Le	Da	LE
sujet	Nc	SUJET
qui	Pr	QUI
l'	Pp	IL
allume	Vvc	ALLUMER
a	S	À
des	Dn	UN
perfections	Nc	PERFECTION
Dignes	Vvc	Dignes
de	S	DE
posséder	Vvn	POSSÉDER
tes	Ds	TON
inclinations	Nc	INCLINATION
;	Fw	;
Et	Vvc	Et
pour	S	POUR
mieux	Rg	MIEUX
te	Pp	TU
montrer	Vvn	MONTRER
le	Da	LE
fond	Nc	FOND
de	S	DE
mon	Ds	MON
courage	Nc	COURAGE
,	Fw	,
J'	Vvc	J'
aime	Vvc	AIMER
autant	Rg	AUTANT
son	Ds	SON
esprit	Nc	ESPRIT
que	Pr	QUE
tu	Pp	TU
fais	Vvc	FAIRE
son	Ds	SON
visage	Nc	VISAGE
.	Fs	.
Confesse	Vvc	CONFESSER
donc	Rg	DONC
,	Fw	,
ma	Ds	MON
fille	Nc	FILLE
,	Fw	,
et	Cc	ET
crois	Vvc	CROIRE|CROÎTRE
qu'	Cs	QUE
un	Dn	UN
si	Rg	SI
beau	Ag	BEAU
feu	Nc	FEU
Veut	Vvc	VOULOIR
être	Vun	ÊTRE
mieux	Rg	MIEUX
traité	Ge	TRAITER
que	Cs	QUE
par	S	PAR
un	Dn	UN
désaveu	Nc	DÉSAVEU
.	Fs	.
Monsieur	Nc	MONSIEUR
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
tout	Rg	TOUT
vrai	Ag	VRAI
,	Fw	,
son	Ds	SON
ardeur	Nc	ARDEUR
légitime	Ag	LÉGITIME
A	Vvc	A
tant	Rg	TANT
gagné	Ge	GAGNER
sur	S	SUR
moi	Pp	JE
que	Cs	QUE
j'	Pp	JE
en	Pp	EN
fais	Vvc	FAIRE
de	S	DE
l'	Da	LE
estime	Nc	ESTIME
:	Fw	:
J'	Pp	JE
honore	Vvc	HONORER
son	Ds	SON
mérite	Nc	MÉRITE
,	Fw	,
et	Cc	ET
n'	Rp	NE
ai	Vuc	AVOIR
pu	Ge	POUVOIR
m'	Pp	JE
empêcher	Vvn	EMPÊCHER
De	Vvc	De
prendre	Vvn	PRENDRE
du	S+Da	DE+LE
plaisir	Nc	PLAISIR
à	S	À
m'	Pp	JE
en	S	EN
voir	Vvn	VOIR
rechercher	Vvn	RECHERCHER
;	Fw	;
J'	Vvc	J'
aime	Vvc	AIMER
son	Ds	SON
entretien	Nc	ENTRETIEN
,	Fw	,
je	Pp	JE
chéris	Vvc	CHÉRIR
sa	Ds	SON
présence	Nc	PRÉSENCE
;	Fw	;
Mais	Vvc	Mais
cela	Pd	CELA
n'	Rp	NE
est	Vuc	ÊTRE
enfin	Rg	ENFIN
qu'	Cs	QUE
un	Dn	UN
peu	Rg	PEU
de	S	DE
complaisance	Nc	COMPLAISANCE
,	Fw	,
Qu'	Vvc	Qu'
un	Dn	UN
mouvement	Nc	MOUVEMENT
léger	Ag	LÉGER
qui	Pr	QUI
passe	Vvc	PASSER
en	S	EN
moins	Rg	MOINS
d'	S	DE
un	Dn	UN
jour	Nc	JOUR
.	Fs	.
Vos	Ds	VOTRE
seuls	Ag	SEUL
commandements	Nc	COMMANDEMENT
produiront	Vvc	PRODUIRE
mon	Ds	MON
amour	Nc	AMOUR
,	Fw	,
Et	Vvc	Et
votre	Ds	VOTRE
volonté	Nc	VOLONTÉ
,	Fw	,
de	S	DE
la	Da	LE
mienne	Ps	MIEN
suivie	Ge	SUIVRE
...	Fs	...
Favorisant	Ga	FAVORISER
ses	Ds	SON
voeux	Nc	VU
,	Fw	,
