Quoi	Pt	QUE|QUOI
est	Vuc	ÊTRE
ici	Rg	ICI
où	Pr	OÙ
gît	Vvc	GÉSIR
la	Da	LE
difficulté	Nc	DIFFICULTÉ
.	Fs	.
Vous	Pp	VOUS
auriez	Vuc	AVOIR
de	S	DE
la	Da	LE
peine	Nc	PEINE
à	S	À
trouver	Vvn	TROUVER
un	Dn	UN
meilleur	Ag	MEILLEUR
parti	Nc	PARTI
,	Fw	,
au	S+Da	À+LE
moins	Nc	MOINS
.	Fs	.
Eh	I	EH
!	Fs	!
Il	Pp	IL
n'	Rp	NE
est	Vuc	ÊTRE
que	Rg	QUE
trop	Rg	TROP
bon	Ag	BON
.	Fs	.
Je	Pp	JE
ne	Rp	NE
vous	Pp	VOUS
entends	Vvc	ENTENDRE
pas	Rg	PAS
.	Fs	.
Ma	Ds	MON
famille	Nc	FAMILLE
vaut	Vvc	VALOIR
la	Da	LE
sienne	Ps	SIEN
,	Fw	,
sans	S	SANS
contredit	Nc	CONTREDIT
,	Fw	,
mais	Cc	MAIS
je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
pas	Rg	PAS
de	S	DE
bien	Rg	BIEN
,	Fw	,
Lisette	Nc	LISETTE
.	Fs	.
Comment	Rt	COMMENT
?	Fs	?
Je	Pp	JE
dis	Vvc	DIRE
les	Da	LE
choses	Nc	CHOSE
comme	Cs	COMME
elles	Pp	ILS
sont	Vuc	ÊTRE
;	Fw	;
je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
qu'	Rg	QUE
une	Dn	UN
très	Rg	TRÈS
petite	Ag	PETIT
légitime	Ag	LÉGITIME
.	Fs	.
Vous	Pp	VOUS
?	Fs	?
Tant	Rg	TANT
pis	Nc	PIS
;	Fw	;
je	Pp	JE
ne	Rp	NE
suis	Vuc	ÊTRE
point	Rg	POINT
contente	Ag	CONTENT
de	S	DE
cela	Pd	CELA
,	Fw	,
qui	Pr	QUI
est	Vuc	ÊTRE
-ce	Ge	-ce
qui	Pr	QUI
le	Pp	IL
devinerait	Vvc	DEVINER
à	S	À
votre	Ds	VOTRE
air	Nc	AIR
?	Fs	?
Quand	Cs	QUAND
on	Pp	ON
n'	Rp	NE
a	Vuc	AVOIR
rien	Pi	RIEN
,	Fw	,
faut-il	Vvc	faut-il
être	Vun	ÊTRE
de	S	DE
si	Rg	SI
bonne	Ag	BON
mine	Nc	MINE
?	Fs	?
Vous	Pp	VOUS
m'	Pp	JE
avez	Vuc	AVOIR
trompée	Ge	TROMPER
,	Fw	,
Monsieur	Nc	MONSIEUR
.	Fs	.
Ce	Pd	CE
n'	Rp	NE
était	Vuc	ÊTRE
pas	Rg	PAS
mon	Ds	MON
dessein	Nc	DESSEIN
.	Fs	.
Cela	Pd	CELA
ne	Rp	NE
se	Pp	IL
fait	Vvc	FAIRE
pas	Rg	PAS
,	Fw	,
vous	Pp	VOUS
dis	Vvc	DIRE
-je	Nc	-je
,	Fw	,
que	Cs	QUE
diantre	I	DIANTRE
voulez	Vvc	VOULOIR
-vous	Nc	-vous
qu'	Pr	QUE
on	Pp	ON
fasse	Vvc	FAIRE
de	S	DE
vous	Pp	VOUS
?	Fs	?
Vraiment	Rg	VRAIMENT
Angélique	Ag	Angélique
vous	Pp	VOUS
épouserait	Vvc	ÉPOUSER
volontiers	Rg	VOLONTIERS
,	Fw	,
mais	Cc	MAIS
nous	Pp	NOUS
avons	Vuc	AVOIR
une	Dn	UN
mère	Nc	MÈRE
qui	Pr	QUI
ne	Rp	NE
sera	Vuc	ÊTRE
pas	Rg	PAS
tentée	Ge	TENTER
de	S	DE
votre	Ds	VOTRE
légitime	Ag	LÉGITIME
,	Fw	,
et	Cc	ET
votre	Ds	VOTRE
amour	Nc	AMOUR
ne	Rp	NE
nous	Pp	NOUS
donnerait	Vvc	DONNER
que	Cs	QUE
du	S+Da	DE+LE
chagrin	Ag	CHAGRIN
.	Fs	.
Eh	I	EH
!	Fs	!
Lisette	Nc	LISETTE
,	Fw	,
laisse	Vvc	LAISSER
aller	Vvn	ALLER
les	Da	LE
choses	Nc	CHOSE
,	Fw	,
je	Pp	JE
t'	Pp	TU
en	Pp	EN
conjure	Vvc	CONJURER
;	Fw	;
il	Pp	IL
peut	Vvc	POUVOIR
arriver	Vvn	ARRIVER
tant	Rg	TANT
d'	S	DE
accidents	Nc	ACCIDENT
!	Fs	!
Si	Cs	SI
je	Pp	JE
l'	Pp	IL
épouse	Vvc	ÉPOUSER
,	Fw	,
je	Pp	JE
te	Pp	TU
jure	Vvc	JURER
d'	S	DE
honneur	Nc	HONNEUR
que	Pr	QUE
je	Pp	JE
te	Pp	TU
ferai	Vvc	FAIRE|FERRER
ta	Ds	TON
fortune	Nc	FORTUNE
;	Fw	;
tu	Pp	TU
n'	Rp	NE
en	Pp	EN
peux	Vvc	POUVOIR
espérer	Vvn	ESPÉRER
autant	Rg	AUTANT
de	S	DE
personne	Pi	PERSONNE
,	Fw	,
et	Cc	ET
je	Pp	JE
tiendrai	Vvc	TENIR
parole	Nc	PAROLE
.	Fs	.
Ma	Ds	MON
fortune	Nc	FORTUNE
?	Fs	?
Oui	Rg	OUI
,	Fw	,
je	Pp	JE
te	Pp	TU
le	Pp	IL
promets	Vvc	PROMETTRE
.	Fs	.
Ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
le	Da	LE
bien	Nc	BIEN
d'	S	DE
Angélique	Nc	Angélique
qui	Pr	QUI
me	Pp	JE
fait	Vvc	FAIRE
envie	Nc	ENVIE
:	Fw	:
si	Cs	SI
je	Pp	JE
ne	Rp	NE
l'	Pp	IL
avais	Vuc	AVOIR
pas	Rg	PAS
rencontrée	Ge	RENCONTRER
ici	Rg	ICI
,	Fw	,
j'	Pp	JE
allais	Vvc	ALLER
,	Fw	,
à	S	À
mon	Ds	MON
retour	Nc	RETOUR
à	S	À
Paris	Nc	PARI
,	Fw	,
épouser	Vvn	ÉPOUSER
une	Dn	UN
veuve	Nc	VEUF|VEUVE
très	Rg	TRÈS
riche	Ag	RICHE
et	Cc	ET
peut-être	Rg	PEUT-ÊTRE
plus	Rg	PLUS
riche	Ag	RICHE
qu'	Cs	QUE
elle	Pp	IL
,	Fw	,
tout	Di	TOUT
le	Da	LE
monde	Nc	MONDE
le	Pp	IL
sait	Vvc	SAVOIR
,	Fw	,
mais	Cc	MAIS
il	Pp	IL
n'	Rp	NE
y	Pp	Y
a	Vuc	AVOIR
plus	Rg	PLUS
moyen	Nc	MOYEN
:	Fw	:
j'	Pp	JE
aime	Vvc	AIMER
Angélique	Ag	Angélique
;	Fw	;
et	Cc	ET
si	Rg	SI
jamais	Rg	JAMAIS
tes	Ds	TON
soins	Nc	SOIN
m'	Pp	JE
unissaient	Vvc	UNIR
à	S	À
elle	Pp	IL
,	Fw	,
je	Pp	JE
me	Pp	JE
charge	Vvc	CHARGER
de	S	DE
ton	Ds	TON
établissement	Nc	ÉTABLISSEMENT
.	Fs	.
Vous	Pp	VOUS
êtes	Vuc	ÊTRE
séduisant	Ga	SÉDUIRE
;	Fw	;
voilà	S	VOILÀ
une	Dn	UN
façon	Nc	FAÇON
d'	S	DE
aimer	Vvn	AIMER
qui	Pr	QUI
commence	Vvc	COMMENCER
à	S	À
m'	Pp	JE
intéresser	Vvn	INTÉRESSER
,	Fw	,
je	Pp	JE
me	Pp	JE
persuade	Vvc	PERSUADER
qu'	Cs	QUE
Angélique	Ag	Angélique
serait	Vuc	ÊTRE
bien	Rg	BIEN
avec	S	AVEC
vous	Pp	VOUS
.	Fs	.
Je	Pp	JE
n'	Rp	NE
aimerai	Vvc	AIMER
jamais	Rg	JAMAIS
qu'	Cs	QUE
elle	Pp	IL
.	Fs	.
Vous	Pp	VOUS
lui	Pp	IL
ferez	Vvc	FAIRE|FERRER
donc	Rg	DONC
sa	Ds	SON
fortune	Nc	FORTUNE
aussi	Rg	AUSSI
bien	Rg	BIEN
qu'	Cs	QUE
à	S	À
moi	Pp	JE
,	Fw	,
mais	Cc	MAIS
,	Fw	,
Monsieur	Nc	MONSIEUR
,	Fw	,
vous	Pp	VOUS
n'	Rp	NE
avez	Vuc	AVOIR
rien	Pi	RIEN
,	Fw	,
dites	Vvc	DIRE
-vous	Nc	-vous
?	Fs	?
Cela	Pd	CELA
est	Vuc	ÊTRE
dur	Ag	DUR
,	Fw	,
n'	Rp	NE
héritez	Vvc	HÉRITER
-vous	Nc	-vous
de	S	DE
personne	Pi	PERSONNE
,	Fw	,
tous	Di	TOUT
vos	Ds	VOTRE
parents	Nc	PARENT
sont	Vuc	ÊTRE
-ils	Ge	-ils
ruinés	Ge	RUINER
?	Fs	?
Je	Pp	JE
suis	Vuc	ÊTRE
le	Da	LE
neveu	Nc	NEVEU
d'	S	DE
un	Dn	UN
homme	Nc	HOMME
qui	Pr	QUI
a	Vuc	AVOIR
de	S	DE
très	Rg	TRÈS
grands	Ag	GRAND
biens	Nc	BIEN
,	Fw	,
qui	Pr	QUI
m'	Pp	JE
aime	Vvc	AIMER
beaucoup	Rg	BEAUCOUP
,	Fw	,
et	Cc	ET
qui	Pr	QUI
me	Pp	JE
traite	Vvc	TRAITER
comme	S	COMME
un	Dn	UN
fils	Nc	FIL|FILS
.	Fs	.
Eh	I	EH
!	Fs	!
que	Pt	QUE
ne	Rp	NE
parlez	Vvc	PARLER
-vous	Nc	-vous
donc	Rg	DONC
?	Fs	?
d'	S	DE
où	Pr	OÙ
vient	Vvc	VENIR
me	Pp	JE
faire	Vvn	FAIRE
peur	Nc	PEUR
avec	S	AVEC
vos	Ds	VOTRE
tristes	Ag	TRISTE
récits	Nc	RÉCIT
,	Fw	,
pendant	Ga	PENDRE
que	Cs	QUE
vous	Pp	VOUS
en	Pp	EN
avez	Vuc	AVOIR
de	S	DE
si	Rg	SI
consolants	Ga	CONSOLER
à	S	À
faire	Vvn	FAIRE
?	Fs	?
Un	Dn	UN
oncle	Nc	ONCLE
riche	Ag	RICHE
,	Fw	,
voilà	S	VOILÀ
qui	Pr	QUI
est	Vuc	ÊTRE
excellent	Ag	EXCELLENT
;	Fw	;
et	Cc	ET
il	Pp	IL
est	Vuc	ÊTRE
vieux	Ag	VIEUX
,	Fw	,
sans	S	SANS
doute	Nc	DOUTE
,	Fw	,
car	Cc	CAR
ces	Dd	CE
Messieurs	Nc	MONSIEUR
-là	Ag	-là
ont	Vuc	AVOIR
coutume	Nc	COUTUME
de	S	DE
l'	Pp	IL
être	Vun	ÊTRE
.	Fs	.
Oui	Rg	OUI
,	Fw	,
mais	Cc	MAIS
le	Da	LE
mien	Ps	MIEN
ne	Rp	NE
suit	Vvc	SUIVRE
pas	Rg	PAS
la	Da	LE
coutume	Nc	COUTUME
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
jeune	Ag	JEUNE
.	Fs	.
Jeune	Ag	JEUNE
!	Fs	!
Et	Cc	ET
de	S	DE
quelle	Dt	QUEL
jeunesse	Nc	JEUNESSE
encore	Rg	ENCORE
?	Fs	?
Il	Pp	IL
n'	Rp	NE
a	Vuc	AVOIR
que	Rg	QUE
trente-cinq	Nc	trente-cinq
ans	Nc	AN
.	Fs	.
Miséricorde	Vvc	Miséricorde
!	Fs	!
Trente-cinq	Vvc	Trente-cinq
ans	Nc	AN
!	Fs	!
Cet	Dd	CE
homme	Nc	HOMME
-là	Vvc	-là
n'	Rp	NE
est	Vuc	ÊTRE
bon	Ag	BON
qu'	Cs	QUE
à	S	À
être	Vun	ÊTRE
le	Da	LE
neveu	Nc	NEVEU
d'	S	DE
un	Dn	UN
autre	Pi	AUTRE
.	Fs	.
Il	Pp	IL
est	Vuc	ÊTRE
vrai	Ag	VRAI
.	Fs	.
Mais	Cc	MAIS
du	S+Da	DE+LE
moins	Nc	MOINS
,	Fw	,
est-il	V	est-il
un	Dn	UN
peu	Rg	PEU
infirme	Ag	INFIRME
?	Fs	?
Point	Rg	POINT
du	S+Da	DE+LE
tout	Pi	TOUT
,	Fw	,
il	Pp	IL
se	Pp	IL
porte	Vvc	PORTER
à	S	À
merveille	Nc	MERVEILLE
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
,	Fw	,
grâce	Nc	GRÂCE
au	S+Da	À+LE
ciel	Nc	CIEL
,	Fw	,
de	S	DE
la	Da	LE
meilleure	Ag	MEILLEUR
santé	Nc	SANTÉ
du	S+Da	DE+LE
monde	Nc	MONDE
,	Fw	,
car	Cc	CAR
il	Pp	IL
m'	Pp	JE
est	Vuc	ÊTRE
cher	Ag	CHER
.	Fs	.
Trente-cinq	Vvc	Trente-cinq
ans	Nc	AN
et	Cc	ET
de	S	DE
la	Da	LE
santé	Nc	SANTÉ
,	Fw	,
avec	S	AVEC
un	Dn	UN
degré	Nc	DEGRÉ
de	S	DE
parenté	Nc	PARENTÉ
comme	Cs	COMME
celui	Pd	CELUI
-là	Vvc	-là
!	Fs	!
Le	Da	LE
joli	Ag	JOLI
parent	Nc	PARENT
!	Fs	!
Et	Cc	ET
quelle	Dt	QUEL
est	Vuc	ÊTRE
l'	Da	LE
humeur	Nc	HUMEUR
de	S	DE
ce	Dd	CE
galant	Ag	GALANT
homme	Nc	HOMME
?	Fs	?
Il	Pp	IL
est	Vuc	ÊTRE
froid	Ag	FROID
,	Fw	,
sérieux	Ag	SÉRIEUX
et	Cc	ET
philosophe	Ag	PHILOSOPHE
.	Fs	.
Encore	Rg	ENCORE
passe	Vvc	PASSER
,	Fw	,
voilà	S	VOILÀ
une	Dn	UN
humeur	Nc	HUMEUR
qui	Pr	QUI
peut	Vvc	POUVOIR
nous	Pp	NOUS
dédommager	Vvn	DÉDOMMAGER
de	S	DE
la	Da	LE
vieillesse	Nc	VIEILLESSE
et	Cc	ET
des	S+Da	DE+LE|DE+LES
infirmités	Nc	INFIRMITÉ
qu'	Pr	QUE
il	Pp	IL
n'	Rp	NE
a	Vuc	AVOIR
pas	Rg	PAS
:	Fw	:
il	Pp	IL
n'	Rp	NE
a	Vuc	AVOIR
qu'	Rg	QUE
à	S	À
nous	Pp	NOUS
assurer	Vvn	ASSURER
son	Ds	SON
bien	Nc	BIEN
.	Fs	.
Il	Pp	IL
ne	Rp	NE
faut	Vvc	FAILLIR|FALLOIR
pas	Rg	PAS
s'	Cs	SI
y	Pp	Y
attendre	Vvn	ATTENDRE
;	Fw	;
on	Pp	ON
parle	Vvc	PARLER
de	S	DE
quelque	Di	QUELQUE
mariage	Nc	MARIAGE
en	S	EN
campagne	Nc	CAMPAGNE
pour	S	POUR
lui	Pp	IL
.	Fs	.
Pour	S	POUR
ce	Dd	CE
philosophe	Nc	PHILOSOPHE
!	Fs	!
Il	Pp	IL
veut	Vvc	VOULOIR
donc	Rg	DONC
avoir	Vun	AVOIR
des	Dn	UN
héritiers	Nc	HÉRITIER
en	S	EN
propre	Ag	PROPRE
personne	Nc	PERSONNE
?	Fs	?
Le	Da	LE
bruit	Nc	BRUIT
en	Pp	EN
court	Vvc	COURIR
.	Fs	.
Oh	I	OH
!	Fs	!
Monsieur	Nc	MONSIEUR
,	Fw	,
vous	Pp	VOUS
m'	Pp	JE
impatientez	Vvc	IMPATIENTER
avec	S	AVEC
votre	Ds	VOTRE
situation	Nc	SITUATION
;	Fw	;
en	S	EN
vérité	Nc	VÉRITÉ
,	Fw	,
vous	Pp	VOUS
êtes	Vuc	ÊTRE
insupportable	Ag	INSUPPORTABLE
,	Fw	,
tout	Pi	TOUT
est	Vuc	ÊTRE
désolant	Ag	DÉSOLANT
avec	S	AVEC
vous	Pp	VOUS
,	Fw	,
de	S	DE
quelque	Di	QUELQUE
côté	Nc	CÔTÉ
qu'	Pr	QUE
on	Pp	ON
se	Pp	IL
tourne	Vvc	TOURNER
.	Fs	.
Te	Pp	TU
voilà	S	VOILÀ
donc	Rg	DONC
dégoûtée	Ge	DÉGOÛTER
de	S	DE
me	Pp	JE
servir	Vvn	SERVIR
?	Fs	?
Non	Rg	NON
,	Fw	,
vous	Pp	VOUS
avez	Vuc	AVOIR
un	Dn	UN
malheur	Nc	MALHEUR
qui	Pr	QUI
me	Pp	JE
pique	Vvc	PIQUER
et	Cc	ET
que	Cs	QUE
je	Pp	JE
veux	Vvc	VOULOIR
vaincre	Vvn	VAINCRE
;	Fw	;
mais	Cc	MAIS
retirez	Vvc	RETIRER
-vous	Nc	-vous
,	Fw	,
voici	I	VOICI
Angélique	Ag	Angélique
qui	Pr	QUI
arrive	Vvc	ARRIVER
,	Fw	,
je	Pp	JE
ne	Rp	NE
lui	Pp	IL
ai	Vuc	AVOIR
pas	Rg	PAS
dit	Ge	DIRE
que	Cs	QUE
vous	Pp	VOUS
viendriez	Vvc	VENIR
ici	Rg	ICI
,	Fw	,
quoiqu'elle	Cs	quoiqu'elle
s'	Pp	SE
attende	Vvc	ATTENDRE
bien	Rg	BIEN
de	S	DE
vous	Pp	VOUS
y	Pp	Y
voir	Vvn	VOIR
;	Fw	;
vous	Pp	VOUS
reparaîtrez	Vvc	REPARAÎTRE
dans	S	DANS
un	Dn	UN
instant	Nc	INSTANT
et	Cc	ET
ferez	Vvc	FAIRE|FERRER
comme	Cs	COMME
si	Cs	SI
vous	Pp	VOUS
arriviez	Vvc	ARRIVER
,	Fw	,
donnez	Vvc	DONNER
-moi	Vvc	-moi
le	Da	LE
temps	Nc	TEMPS
de	S	DE
l'	Pp	IL
instruire	Vvn	INSTRUIRE
de	S	DE
tout	Pi	TOUT
,	Fw	,
j'	Pp	JE
ai	Vuc	AVOIR
à	S	À
lui	Pp	IL
rendre	Vvn	RENDRE
compte	Nc	COMPTE
de	S	DE
votre	Ds	VOTRE
personne	Nc	PERSONNE
,	Fw	,
elle	Pp	IL
m'	Pp	JE
a	Vuc	AVOIR
chargée	Ge	CHARGER
de	S	DE
savoir	Vvn	SAVOIR
un	Dn	UN
peu	Rg	PEU
de	S	DE
vos	Ds	VOTRE
nouvelles	Nc	NOUVEAU|NOUVELLE
,	Fw	,
laissez	Vvc	LAISSER
-moi	Vvc	-moi
faire	Vvn	FAIRE
.	Fs	.
Dorante	Ga	DORER
sort	Nc	SORT
.	Fs	.
Je	Pp	JE
désespérais	Vvc	DÉSESPÉRER
que	Cs	QUE
vous	Pp	VOUS
vinssiez	Vvc	VENIR
,	Fw	,
Madame	Nc	MADAME
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
qu'	Cs	QUE
il	Pp	IL
est	Vuc	ÊTRE
arrivé	Ge	ARRIVER
du	S+Da	DE+LE
monde	Nc	MONDE
à	S	À
qui	Pr	QUI
j'	Pp	JE
ai	Vuc	AVOIR
tenu	Ge	TENIR
compagnie	Nc	COMPAGNIE
.	Fs	.
Eh	I	EH
bien	Rg	BIEN
!	Fs	!
Lisette	Nc	LISETTE
,	Fw	,
as	Vuc	AVOIR
-tu	Ge	-tu
quelque	Di	QUELQUE
chose	Nc	CHOSE
à	S	À
me	Pp	JE
dire	Vvn	DIRE
de	S	DE
Dorante	Ga	DORER
?	Fs	?
As	Vuc	AVOIR
-tu	Ge	-tu
parlé	Ge	PARLER
de	S	DE
lui	Pp	IL
à	S	À
la	Da	LE
concierge	Nc	CONCIERGE
du	S+Da	DE+LE
château	Nc	CHÂTEAU
où	Pr	OÙ
il	Pp	IL
est	Vuc	ÊTRE
?	Fs	?
Oui	Rg	OUI
,	Fw	,
je	Pp	JE
suis	Vuc	ÊTRE
parfaitement	Rg	PARFAITEMENT
informée	Ge	INFORMER
.	Fs	.
Dorante	Ga	DORER
est	Vuc	ÊTRE
un	Dn	UN
homme	Nc	HOMME
charmant	Ga	CHARMER
,	Fw	,
un	Dn	UN
homme	Nc	HOMME
aimé	Ge	AIMER
,	Fw	,
estimé	Ge	ESTIMER
de	S	DE
tout	Di	TOUT
le	Da	LE
monde	Nc	MONDE
,	Fw	,
en	S	EN
un	Dn	UN
mot	Nc	MOT
,	Fw	,
le	Da	LE
plus	Rg	PLUS
honnête	Ag	HONNÊTE
homme	Nc	HOMME
qu'	Pr	QUE
on	Pp	ON
puisse	Vvc	POUVOIR
connaître	Vvn	CONNAÎTRE
.	Fs	.
Hélas	Vvc	Hélas
!	Fs	!
Lisette	Nc	LISETTE
,	Fw	,
je	Pp	JE
n'	Rp	NE
en	Pp	EN
doutais	Vvc	DOUTER
pas	Rg	PAS
,	Fw	,
cela	Pd	CELA
ne	Rp	NE
m'	Pp	JE
apprend	Vvc	APPRENDRE
rien	Pi	RIEN
,	Fw	,
je	Pp	JE
l'	Pp	IL
avais	Vuc	AVOIR
deviné	Ge	DEVINER
.	Fs	.
Oui	Rg	OUI
;	Fw	;
il	Pp	IL
n'	Rp	NE
y	Pp	Y
a	Vuc	AVOIR
qu'	Rg	QUE
à	S	À
le	Pp	IL
voir	Vvn	VOIR
pour	S	POUR
avoir	Vun	AVOIR
bonne	Ag	BON
opinion	Nc	OPINION
de	S	DE
lui	Pp	IL
.	Fs	.
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
pourtant	Rg	POURTANT
le	Da	LE
quitter	Vvn	QUITTER
,	Fw	,
car	Cc	CAR
il	Pp	IL
ne	Rp	NE
vous	Pp	VOUS
convient	Vvc	CONVENIR|CONVIER
pas	Rg	PAS
.	Fs	.
Le	Pp	IL
quitter	Vvn	QUITTER
!	Fs	!
Quoi	Pt	QUE|QUOI
!	Fs	!
Après	Vvc	Après
cet	Dd	CE
éloge	Nc	ÉLOGE
!	Fs	!
Oui	Rg	OUI
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
il	Pp	IL
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
votre	Ds	VOTRE
fait	Nc	FAIT
.	Fs	.
Ou	Cc	OU
vous	Pp	VOUS
plaisantez	Vvc	PLAISANTER
,	Fw	,
ou	Cc	OU
la	Da	LE
tête	Nc	TÊTE
vous	Pp	VOUS
tourne	Vvc	TOURNER
.	Fs	.
Ni	Cc	NI
l'	Da	LE
un	Pi	UN
ni	Cc	NI
l'	Da	LE
autre	Pi	AUTRE
.	Fs	.
Il	Pp	IL
a	Vuc	AVOIR
un	Dn	UN
défaut	Nc	DÉFAUT
terrible	Ag	TERRIBLE
.	Fs	.
Tu	Pp	TU
m'	Pp	JE
effrayes	Vvc	EFFRAYER
.	Fs	.
Il	Pp	IL
est	Vuc	ÊTRE
sans	S	SANS
bien	Nc	BIEN
.	Fs	.
Ah	I	AH
!	Fs	!
je	Pp	JE
respire	Vvc	RESPIRER
!	Fs	!
N'	Rp	NE
est	Vuc	ÊTRE
-ce	Vvc	-ce
que	Cs	QUE
cela	Pd	CELA
?	Fs	?
Explique	Vvc	EXPLIQUER
-toi	Vvc	-toi
donc	Rg	DONC
mieux	Rg	MIEUX
,	Fw	,
Lisette	Nc	LISETTE
:	Fw	:
ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
un	Dn	UN
défaut	Nc	DÉFAUT
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
un	Dn	UN
malheur	Nc	MALHEUR
,	Fw	,
je	Pp	JE
le	Pp	IL
regarde	Vvc	REGARDER
comme	S	COMME
une	Dn	UN
bagatelle	Nc	BAGATELLE
,	Fw	,
moi	Pp	JE
.	Fs	.
Vous	Pp	VOUS
parlez	Vvc	PARLER
juste	Ag	JUSTE
;	Fw	;
mais	Cc	MAIS
nous	Pp	NOUS
avons	Vuc	AVOIR
une	Dn	UN
mère	Nc	MÈRE
,	Fw	,
allez	Vvc	ALLER
la	Pp	IL
