DÉCORATION	Nc	DÉCORATION
DU	Vvc	DU
PROLOGUE	Nc	PROLOGUE
.	Fs	.
La	Da	LE
Décoration	Nc	Décoration
est	Vuc	ÊTRE
une	Dn	UN
Montagne	Nc	MONTAGNE
toute	Rg	TOUTE
de	S	DE
rochers	Nc	ROCHER
,	Fw	,
aux	S+Da	À+LES
côtés	Nc	CÔTÉ
de	S	DE
laquelle	Pr	LEQUEL
on	Pp	ON
découvre	Vvc	DÉCOUVRIR
plusieurs	Di	PLUSIEURS
Arbres	Nc	ARBRE
,	Fw	,
avec	S	AVEC
cette	Dd	CE
différence	Nc	DIFFÉRENCE
,	Fw	,
que	Cs	QUE
les	Da	LE
Montagnes	Nc	MONTAGNE
qui	Pr	QUI
ont	Vuc	AVOIR
été	Ge	ÊTRE
vues	Ge	VOIR
jusqu'	S	JUSQUE
ici	Rg	ICI
au	S+Da	À+LE
Théâtre	Nc	Théâtre
,	Fw	,
sont	Vuc	ÊTRE
d'	S	DE
une	Dn	UN
peinture	Nc	PEINTURE
plate	Ag	PLAT
qui	Pr	QUI
représente	Vvc	REPRÉSENTER
le	Da	LE
relief	Nc	RELIEF
,	Fw	,
et	Cc	ET
que	Cs	QUE
celle	Pd	CELUI
-ci	Pd	-ci
est	Vuc	ÊTRE
d'	S	DE
un	Dn	UN
relief	Nc	RELIEF
effectif	Ag	EFFECTIF
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
en	S	EN
ce	Dd	CE
lieu	Nc	LIEU
que	Pr	QUE
Thalie	Nc	Thalie
,	Fw	,
qui	Pr	QUI
est	Vuc	ÊTRE
celle	Pd	CELUI
des	S+Da	DE+LE|DE+LES
Muses	Nc	MUSE
qui	Pr	QUI
préside	Vvc	PRÉSIDER
à	S	À
la	Da	LE
Comédie	Nc	Comédie
,	Fw	,
rencontre	Vvc	RENCONTRER
le	Da	LE
Génie	Nc	Génie
de	S	DE
la	Da	LE
France	Nc	France
,	Fw	,
avec	S	AVEC
qui	Pr	QUI
elle	Pp	IL
s'	Pp	SE
était	Vuc	ÊTRE
déjà	Rg	DÉJÀ
déclarée	Ge	DÉCLARER
sur	S	SUR
la	Da	LE
peine	Nc	PEINE
où	Pr	OÙ
elle	Pp	IL
se	Pp	IL
trouvait	Vvc	TROUVER
touchant	Ga	TOUCHER
quelque	Di	QUELQUE
Nouveauté	Nc	Nouveauté
qu'	Pr	QUE
elle	Pp	IL
avait	Vuc	AVOIR
dessein	Nc	DESSEIN
de	S	DE
faire	Vvn	FAIRE
paraître	Vvn	PARAÎTRE
,	Fw	,
et	Cc	ET
comme	Cs	COMME
elle	Pp	IL
ne	Rp	NE
pouvait	Vvc	POUVOIR
sortir	Vvn	SORTIR
d'	S	DE
embarras	Nc	EMBARRA|EMBARRAS
par	S	PAR
elle-même	Pp	ELLE-MÊME
,	Fw	,
elle	Pp	IL
lui	Pp	IL
adresse	Vvc	ADRESSER
les	Da	LE
Paroles	Nc	PAROLE
suivantes	Ag	SUIVANT
.	Fs	.
Génie	Nc	Génie
incomparable	Ag	INCOMPARABLE
,	Fw	,
Esprit	Vvc	ÉPRENDRE
à	S	À
qui	Pr	QUI
la	Da	LE
France	Nc	France
Doit	Vvc	DEVOIR
les	Da	LE
sages	Ag	SAGE
conseils	Nc	CONSEIL
qui	Pr	QUI
la	Pp	IL
font	Vvc	FAIRE
admirer	Vvn	ADMIRER
,	Fw	,
Pour	Nc	POUR
réparer	Vvn	RÉPARER
mon	Ds	MON
impuissance	Nc	IMPUISSANCE
,	Fw	,
De	Vvc	De
ton	Ds	TON
secours	Nc	SECOURS
qu'	Pr	QUE
ai	Vuc	AVOIR
-je	Ge	-je
lieu	Nc	LIEU
d'	S	DE
espérer	Vvn	ESPÉRER
?	Fs	?
Tout	Pi	TOUT
,	Fw	,
Divine	Vvc	Divine
Thalie	Nc	Thalie
,	Fw	,
et	Cc	ET
je	Pp	JE
suis	Vuc	ÊTRE
sans	S	SANS
excuse	Nc	EXCUSE
,	Fw	,
Si	Vvc	Si
pouvant	Ga	POUVOIR
t'	Pp	TU
appuyer	Vvn	APPUYER
contre	S	CONTRE
ce	Pd	CE
qui	Pr	QUI
t'	Pp	TU
abat	Vvc	ABATTRE
,	Fw	,
Je	Vvc	Je
néglige	Nc	NÉGLIGÉ
à	S	À
servir	Vvn	SERVIR
la	Da	LE
Muse	Nc	MUSE
,	Fw	,
De	Vvc	De
qui	Pr	QUI
la	Da	LE
Comédie	Nc	Comédie
emprunte	Vvc	EMPRUNTER
son	Ds	SON
éclat	Nc	ÉCLAT
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
toi	Pp	TU
qui	Pr	QUI
fais	Vvc	FAIRE
paraître	Vvn	PARAÎTRE
avec	S	AVEC
pompe	Nc	POMPE
,	Fw	,
avec	S	AVEC
gloire	Nc	GLOIRE
,	Fw	,
Sur	Nc	Sur
le	Pp	IL
Théâtre	Vvc	Théâtre
des	S+Da	DE+LE|DE+LES
Français	Vvc	Français
,	Fw	,
Ce	Vvc	Ce
qu'	Cs	QUE
aux	S+Da	À+LES
Étrangers	Nc	Étrangers
quelquefois	Rg	QUELQUEFOIS
Le	Ag	Le
récit	Nc	RÉCIT
qu'	Pr	QUE
on	Pp	ON
en	Pp	EN
fait	Vvc	FAIRE
rend	Vvc	RENDRE
difficile	Ag	DIFFICILE
à	S	À
croire	Vvn	CROIRE
.	Fs	.
Je	Pp	JE
promettrais	Vvc	PROMETTRE
encor	Nc	encor
des	S+Da	DE+LE|DE+LES
Divertissements	Nc	DIVERTISSEMENT
Dont	Vvc	Dont
on	Pp	ON
aimerait	Vvc	AIMER
le	Da	LE
spectacle	Nc	SPECTACLE
,	Fw	,
Si	Vvc	Si
pour	S	POUR
faire	Vvn	FAIRE
crier	Vvn	CRIER
miracle	Ag	MIRACLE
Je	Nc	Je
pouvais	Vvc	POUVOIR
à	S	À
mon	Ds	MON
choix	Nc	CHOIX
régler	Vvn	RÉGLER
les	Da	LE
ornements	Nc	ORNEMENT
.	Fs	.
Quand	Cs	QUAND
Sémélé	Vvc	Sémélé
,	Fw	,
Circé	Vvc	Circé
,	Fw	,
la	Da	LE
Toison	Nc	TOISON
,	Fw	,
Andromède	Vvc	Andromède
,	Fw	,
Sur	Nc	Sur
la	Pp	IL
Scène	Vvc	Scène
à	S	À
l'	Da	LE
envi	Nc	ENNUI|ENVI
se	Pp	IL
sont	Vuc	ÊTRE
fait	Ge	FAIRE
admirer	Vvn	ADMIRER
,	Fw	,
Par	Nc	PAR
la	Pp	IL
Machine	Vvc	MACHINER
à	S	À
qui	Pr	QUI
tout	Pi	TOUT
cède	Vvc	CÉDER
,	Fw	,
Chacun	Ag	Chacun
avec	S	AVEC
plaisir	Nc	PLAISIR
se	Pp	IL
laissait	Vvc	LAISSER
attirer	Vvn	ATTIRER
.	Fs	.
Mais	Cc	MAIS
que	Cs	QUE
pensera-t	Nc	pensera-t
-on	Nc	-on
,	Fw	,
si	Cs	SI
toujours	Rg	TOUJOURS
je	Pp	JE
m'	Pp	JE
obstine	Vvc	OBSTINER
À	Nc	À
faire	Vvn	FAIRE
voir	Vvn	VOIR
Machine	Vvc	MACHINER
sur	S	SUR
Machine	Nc	MACHINE
?	Fs	?
Comme	Cs	COMME
on	Pp	ON
se	Pp	IL
plaît	Vvc	PLAIRE
à	S	À
la	Da	LE
diversité	Nc	DIVERSITÉ
,	Fw	,
Il	Vvc	Il
est	Vuc	ÊTRE
de	Dn	UN
galantes	Ag	GALANT
matières	Nc	MATIÈRE
Qui	Vvc	Qui
par	S	PAR
les	Da	LE
agréments	Nc	AGRÉMENT
de	S	DE
quelque	Di	QUELQUE
nouveauté	Nc	NOUVEAUTÉ
Auraient	Vvc	Auraient
des	Dn	UN
grâces	Nc	GRÂCE
singulières	Ag	SINGULIER
.	Fs	.
J'	Pp	JE
en	Pp	EN
ferai	Vvc	FAIRE|FERRER
tant	Rg	TANT
voir	Vvn	VOIR
à	S	À
la	Da	LE
fois	Nc	FOI|FOIS
,	Fw	,
Que	Vvc	Que
je	Pp	JE
pourrai	Vvc	POUVOIR
te	Pp	TU
satisfaire	Vvn	SATISFAIRE
.	Fs	.
La	Da	LE
nouveauté	Nc	NOUVEAUTÉ
charme	Vvc	CHARMER
tous	Di	TOUT
les	Da	LE
Français	Vvc	Français
,	Fw	,
Et	Vvc	Et
ce	Pd	CE
m'	Pp	JE
est	Vuc	ÊTRE
un	Dn	UN
moyen	Nc	MOYEN
assuré	Ge	ASSURER
de	S	DE
leur	Pp	LEUR
plaire	Vvn	PLAIRE
.	Fs	.
Je	Pp	JE
t'	Pp	TU
ai	Vuc	AVOIR
parlé	Ge	PARLER
déjà	Rg	DÉJÀ
d'	S	DE
un	Dn	UN
Amant	Nc	AMANT
inconnu	Ag	INCONNU
,	Fw	,
Qui	Vvc	Qui
pour	S	POUR
toucher	Vvn	TOUCHER
une	Dn	UN
fière	Ag	FIER
Maîtresse	Nc	Maîtresse
,	Fw	,
Lui	Nc	Lui
donnant	Ga	DONNER
des	Dn	UN
Fêtes	Nc	Fêtes
sans	S	SANS
cesse	Nc	CESSE
,	Fw	,
En	Vvc	En
aurait	Vuc	AVOIR
enfin	Rg	ENFIN
obtenu	Ge	OBTENIR
L'	Vvc	L'
heureux	Ag	HEUREUX
aveu	Nc	AVEU
de	S	DE
sa	Ds	SON
tendresse	Nc	TENDRESSE
,	Fw	,
Mais	Vvc	Mais
l'	Da	LE
Amour	Nc	AMOUR
aura	Vuc	AVOIR
beau	Ag	BEAU
le	Pp	IL
rendre	Vvn	RENDRE
ingénieux	Ag	INGÉNIEUX
.	Fs	.
Que	Pt	QUE
fera-t-il	Vvc	fera-t-il
de	S	DE
magnifique	Ag	MAGNIFIQUE
,	Fw	,
S'	Vvc	S'
il	Pp	IL
n'	Rp	NE
a	Vuc	AVOIR
pour	S	POUR
l'	Da	LE
oreille	Nc	OREILLE
et	Cc	ET
les	Da	LE
yeux	Nc	OEIL|YEUX
Ni	Vvc	Ni
pompes	Nc	POMPE|POMPES
de	S	DE
Ballets	Nc	BALLET
,	Fw	,
ni	Cc	NI
charmes	Nc	CHARME
de	S	DE
Musique	Nc	MUSIQUE
?	Fs	?
Il	Pp	IL
peut	Vvc	POUVOIR
se	Pp	IL
reposer	Vvn	REPOSER
sur	S	SUR
moi	Pp	JE
Du	Vvc	Du
soin	Nc	SOIN
de	S	DE
ses	Ds	SON
galantes	Ag	GALANT
Fêtes	Nc	Fêtes
.	Fs	.
Pour	S	POUR
plaire	Vvn	PLAIRE
à	S	À
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
aime	Vvc	AIMER
,	Fw	,
et	Cc	ET
lui	Pp	IL
marquer	Vvn	MARQUER
sa	Ds	SON
foi	Nc	FOI
;	Fw	;
Il	Vvc	Il
les	Pp	ILS
trouvera	Vvc	TROUVER
toujours	Rg	TOUJOURS
prêtes	Ag	PRÊT
.	Fs	.
Ses	Ds	SON
desseins	Nc	DESSEIN
doivent	Vvc	DEVOIR
être	Vun	ÊTRE
heureusement	Rg	HEUREUSEMENT
conduits	Ge	CONDUIRE
,	Fw	,
Si	Vvc	Si
ta	Ds	TON
bonté	Nc	BONTÉ
les	Pp	ILS
favorise	Vvc	FAVORISER
.	Fs	.
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
par	S	PAR
un	Dn	UN
essai	Nc	ESSAI
dont	Pr	DONT
tu	Pp	TU
seras	Vuc	ÊTRE
surprise	Ge	SURPRENDRE
,	Fw	,
Te	Vvc	Te
faire	Vvn	FAIRE
voir	Vvn	VOIR
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
puis	Vvc	POUVOIR
.	Fs	.
Vois	Vvc	ALLER|VOIR
-tu	Vvn	-tu
cette	Dd	CE
inégale	Ag	INÉGAL|INÉGALÉ
masse	Nc	MASSE|MASSÉ
Qui	Vvc	Qui
partout	Rg	PARTOUT
n'	Rp	NE
est	Vuc	ÊTRE
que	Rg	QUE
pierre	Nc	PIERRE
?	Fs	?
En	S	EN
ce	Dd	CE
même	Ag	MÊME
moment	Nc	MOMENT
Je	Vvc	Je
lui	Pp	IL
veux	Vvc	VOULOIR
devant	S	DEVANT
toi	Pp	TU
donner	Vvn	DONNER
du	S+Da	DE+LE
mouvement	Nc	MOUVEMENT
.	Fs	.
Je	Pp	JE
brûle	Vvc	BRÛLER
de	S	DE
voir	Vvn	VOIR
ces	Dd	CE
merveilles	Nc	MERVEILLE
.	Fs	.
Tu	Pp	TU
m'	Pp	JE
avoueras	Vvc	AVOUER
peut-être	Rg	PEUT-ÊTRE
que	Cs	QUE
jamais	Rg	JAMAIS
Il	Vvc	Il
ne	Rp	NE
s'	Pp	SE
en	Pp	EN
est	Vuc	ÊTRE
vu	Ge	VOIR
de	S	DE
pareilles	Nc	PAREIL|PAREILLE
;	Fw	;
Mais	Vvc	Mais
il	Pp	IL
est	Vuc	ÊTRE
temps	Nc	TEMPS
d'	S	DE
en	Pp	EN
venir	Vvn	VENIR
aux	S+Da	À+LES
effets	Nc	EFFET
.	Fs	.
Animez	Vvc	ANIMER
-vous	Nc	-vous
,	Fw	,
Rochers	Nc	ROCHER
,	Fw	,
et	Cc	ET
changez	Vvc	CHANGER
de	S	DE
figure	Nc	FIGURE|FIGURÉ
;	Fw	;
Paraissez	Vvc	PARAÎTRE
tout	Pi	TOUT
couverts	Ge	COUVRIR
d'	S	DE
Hommes	Nc	HOMME
et	Cc	ET
de	S	DE
Verdure	Nc	VERDURE
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
moi	Pp	JE
qui	Pr	QUI
veux	Vvc	VOULOIR
ces	Dd	CE
divers	Ag	DIVERS
changements	Nc	CHANGEMENT
,	Fw	,
Et	Vvc	Et
voir	Vvn	VOIR
de	S	DE
votre	Ds	VOTRE
sein	Nc	SEIN
naître	Vvn	NAÎTRE
des	Dn	UN
Instruments	Nc	INSTRUMENT
.	Fs	.
On	Pp	ON
voit	Vvc	VOIR
ici	Rg	ICI
la	Pp	IL
Montagne	Vvc	Montagne
se	Pp	IL
remuer	Vvn	REMUER
;	Fw	;
elle	Pp	IL
est	Vuc	ÊTRE
en	S	EN
un	Dn	UN
moment	Nc	MOMENT
couverte	Ge	COUVRIR
