Oui	Rg	OUI
,	Fw	,
l'	Da	LE
honneur	Nc	HONNEUR
qu'	Pr	QUE
il	Pp	IL
me	Pp	JE
rend	Vvc	RENDRE
ne	Rp	NE
fait	Vvc	FAIRE
que	Cs	QUE
m'	Pp	JE
outrager	Vvn	OUTRAGER
;	Fw	;
Je	Vvc	Je
vous	Pp	VOUS
le	Pp	IL
dis	Vvc	DIRE
encore	Rg	ENCORE
,	Fw	,
rien	Pi	RIEN
ne	Rp	NE
peut	Vvc	POUVOIR
me	Pp	JE
changer	Vvn	CHANGER
:	Fw	:
Ses	Ds	SON
conquêtes	Nc	CONQUÊTE
pour	S	POUR
moi	Pp	JE
sont	Vuc	ÊTRE
des	Dn	UN
objets	Nc	OBJET
de	S	DE
haine	Nc	HAINE
;	Fw	;
L'	Vvc	L'
hommage	Nc	HOMMAGE
qu'	Pr	QUE
il	Pp	IL
m'	Pp	JE
en	Pp	EN
fait	Vvc	FAIRE
renouvelle	Vvc	RENOUVELER
ma	Ds	MON
peine	Nc	PEINE
,	Fw	,
Et	Vvc	Et
comme	S	COMME
son	Ds	SON
amour	Nc	AMOUR
redouble	Vvc	REDOUBLER
mon	Ds	MON
tourment	Nc	TOURMENT
,	Fw	,
Si	Vvc	Si
je	Pp	JE
le	Pp	IL
hais	Vvc	HAÏR
vainqueur	Nc	VAINQUEUR
,	Fw	,
je	Pp	JE
le	Pp	IL
déteste	Vvc	DÉTESTER
amant	Nc	AMANT
.	Fs	.
Voilà	Vvc	Voilà
quelle	Dt	QUEL
je	Pp	JE
suis	Vuc	ÊTRE
,	Fw	,
et	Cc	ET
quelle	Dt	QUEL
je	Pp	JE
veux	Vvc	VOULOIR
être	Vun	ÊTRE
,	Fw	,
Et	Vvc	Et
ce	Pd	CE
que	Pr	QUE
vous	Pp	VOUS
direz	Vvc	DIRE
au	S+Da	À+LE
comte	Nc	COMTE|COMTÉ
votre	Ds	VOTRE
maître	Nc	MAÎTRE
.	Fs	.
Dites	Vvc	DIRE
au	S+Da	À+LE
roi	Nc	ROI
,	Fw	,
madame	Nc	MADAME
.	Fs	.
Ah	I	AH
!	Fs	!
Je	Pp	JE
ne	Rp	NE
pense	Vvc	PENSER
pas	Rg	PAS
Que	Vvc	Que
de	S	DE
moi	Pp	JE
Grimoald	Ga	Grimoald
exige	Vvc	EXIGER
un	Dn	UN
coeur	Nc	CUR
si	Rg	SI
bas	Ag	BAS
:	Fw	:
S'	Cs	SI
il	Pp	IL
m'	Pp	JE
aime	Vvc	AIMER
,	Fw	,
il	Pp	IL
doit	Vvc	DEVOIR
aimer	Vvn	AIMER
