It	PNP	it
is	VBZ	be
imperative	AJ0	imperative
that	CJT	that
now	AV0	now
at	PRP	at
once	AV0	once
,	PUN	,
while	CJS	while
these	DT0	these
stupendous	AJ0	stupendous
events	NN2	event
are	VBB	be
still	AV0	still
clear	AJ0	clear
in	PRP	in
my	DPS	i
mind	NN1	mind
,	PUN	,
I	PNP	i
should	VM0	should
set	VVI	set
them	PNP	they
down	AVP	down
with	PRP	with
that	DT0	that
exactness	NN1	exactness
of	PRF	of
detail	NN1	detail
which	DTQ	which
time	NN1	time
may	VM0	may
blur	VVI	blur
.	SENT	.
But	CJC	but
even	AV0	even
as	CJS	as
I	PNP	i
do	VDB	do
so	AV0	so
,	PUN	,
I	PNP	i
am	VBB	be
overwhelmed	VVN	overwhelm|overwhelmed
by	PRP	by
the	AT0	the
wonder	NN1	wonder
of	PRF	of
the	AT0	the
fact	NN1	fact
that	CJT	that
it	PNP	it
should	VM0	should
be	VBI	be
our	DPS	we
little	AJ0	little
group	NN1	group
of	PRF	of
the	AT0	the
""""	PUQ	""""
Lost	AJ0	lost|lose
World	NN1	world
""""	PUQ	""""
---	AJ0	---
Professor	NP0	professor
Challenger	NN1	challenger
,	PUN	,
Professor	NP0	professor
Summerlee	NP0	summerlee
,	PUN	,
Lord	NP0	lord
John	NP0	john
Roxton	NP0	roxton
,	PUN	,
and	CJC	and
myself	PNX	myself
---	NN1	---
who	PNQ	who
have	VHB	have
passed	VVN	pass|passed
through	PRP	through
this	DT0	this
amazing	AJ0	amazing
replaced-dns	NN2	replaced-dns
"<repdns text=""experience.When"" />"
,	PUN	,
some	DT0	some
years	NN2	year
ago	AV0	ago
,	PUN	,
I	PNP	i
chronicled	VVD	chronicle
in	PRP	in
the	AT0	the
Daily	AJ0	daily
Gazette	NN1	gazette
our	DPS	we
epoch-making	AJ0	epoch-making
journey	NN1	journey
in	PRP	in
South	NP0	south
America	NP0	america
,	PUN	,
I	PNP	i
little	AV0	little
thought	VVD	think
that	CJT	that
it	PNP	it
should	VM0	should
ever	AV0	ever
fall	VVI	fall
to	PRP	to
my	DPS	i
lot	NN1	lot
to	TO0	to
tell	VVI	tell
an	AT0	an
even	AV0	even
stranger	AJC	strange
personal	AJ0	personal
experience	NN1	experience
,	PUN	,
one	PNI	one
which	DTQ	which
is	VBZ	be
unique	AJ0	unique
in	PRP	in
all	DT0	all
human	AJ0	human
annals	NN2	annal
and	CJC	and
must	VM0	must
stand	VVI	stand
out	AVP	out
in	PRP	in
the	AT0	the
records	NN2	record
of	PRF	of
history	NN1	history
as	PRP	as
a	AT0	a
great	AJ0	great
peak	NN1	peak
among	PRP	among
the	AT0	the
humble	AJ0	humble
foothills	NN2	foothill
which	DTQ	which
surround	VVB	surround
it	PNP	it
.	SENT	.
The	AT0	the
event	NN1	event
itself	PNX	itself
will	VM0	will
always	AV0	always
be	VBI	be
marvellous	AJ0	marvellous
,	PUN	,
but	CJC	but
the	AT0	the
circumstances	NN2	circumstance
that	CJT	that
we	PNP	we
four	CRD	four
were	VBD	be
together	AV0	together
at	PRP	at
the	AT0	the
time	NN1	time
of	PRF	of
this	DT0	this
extraordinary	AJ0	extraordinary
episode	NN1	episode
came	VVD	come
about	AVP	about
in	PRP	in
a	AT0	a
most	AV0	most
natural	AJ0	natural
and	CJC	and
,	PUN	,
indeed	AV0	indeed
,	PUN	,
inevitable	AJ0	inevitable
fashion	NN1	fashion
.	SENT	.
I	PNP	i
will	VM0	will
explain	VVI	explain
the	AT0	the
events	NN2	event
which	DTQ	which
led	VVD	lead
up	AVP	up
to	PRP	to
it	PNP	it
as	CJS	as
shortly	AV0	shortly
and	CJC	and
as	AV0	as
clearly	AV0	clearly
as	CJS	as
I	PNP	i
can	VM0	can
,	PUN	,
though	CJS	though
I	PNP	i
am	VBB	be
well	AV0	well
aware	AJ0	aware
that	CJT	that
the	AT0	the
fuller	AJC	full
the	AT0	the
detail	NN1	detail
upon	PRP	upon
such	DT0	such
a	AT0	a
subject	NN1	subject
the	AT0	the
more	AV0	more
welcome	AJ0	welcome
it	PNP	it
will	VM0	will
be	VBI	be
to	PRP	to
the	AT0	the
reader	NN1	reader
,	PUN	,
for	PRP	for
the	AT0	the
public	AJ0	public
curiosity	NN1	curiosity
has	VHZ	have
been	VBN	be
and	CJC	and
still	AV0	still
is	VBZ	be
insatiable	AJ0	insatiable
.	SENT	.
It	PNP	it
was	VBD	be
upon	PRP	upon
Friday	NP0	friday
,	PUN	,
the	AT0	the
twenty-seventh	ORD	twenty-seventh
of	PRF	of
August	NP0	august
---	NN1	---
a	AT0	a
date	NN1	date
forever	AV0	forever
memorable	AJ0	memorable
in	PRP	in
the	AT0	the
history	NN1	history
of	PRF	of
the	AT0	the
world	NN1	world
---	NN1	---
that	CJT	that
I	PNP	i
went	VVD	go
down	AVP	down
to	PRP	to
the	AT0	the
office	NN1	office
of	PRF	of
my	DPS	i
paper	NN1	paper
and	CJC	and
asked	VVD	ask
for	PRP	for
three	CRD	three
days	NN2	day
'	POS	'
leave	NN1	leave
of	PRF	of
absence	NN1	absence
from	PRP	from
Mr.	NP0	mr.
