Por	PREP	por
más	ADV	más
que	CQUE	que
el	ART	el
jinete	NC	jinete
trataba	VLfin	tratar
de	PREP	de
sofrenarlo	VLinf	<unknown>
agarrándose	VLadj	<unknown>
con	PREP	con
todas	QU	todo
sus	PPO	suyo
fuerzas	NC	fuerza
a	PREP	a
la	ART	el
única	ADJ	único
rienda	NC	rienda
de	PREP	de
cordel	NC	cordel
y	CC	y
susurrando	VLger	<unknown>
palabritas	NC	palabra
calmantes	ADJ	<unknown>
y	CC	y
mansas	ADJ	<unknown>
,	CM	,
el	ART	el
peludo	ADJ	peludo
rocín	NC	<unknown>
seguía	VLfin	seguir
empeñándose	VLadj	<unknown>
en	PREP	en
bajar	VLinf	bajar
la	ART	el
cuesta	NC	cuesta
a	PREP	a
un	ART	un
trote	NC	trote
cochinero	NC	<unknown>
que	CQUE	que
descuadernaba	VLfin	<unknown>
los	ART	el
intestinos	NC	intestino
,	CM	,
cuando	CSUBX	cuando
no	NEG	no
a	PREP	a
trancos	NC	<unknown>
desigualísimos	ADJ	<unknown>
de	PREP	de
loco	ADJ	loco
galope	NC	galope
.	FS	.
Y	CC	y
era	VEfin	ser
pendiente	VLadj	pender
de	PREP	de
veras	NC	vera
aquel	DM	aquel
repecho	NC	<unknown>
del	PDEL	del
camino	NC	camino
real	ADJ	real
de	PREP	de
Santiago	NP	Santiago
a	PREP	a
Orense	NP	Orense
en	PREP	en
términos	NC	término
que	CQUE	que
los	ART	el
viandantes	NC	<unknown>
,	CM	,
al	CSUBI	al
pasarlo	VCLIinf	pasar
,	CM	,
sacudían	VLfin	sacudir
la	ART	el
cabeza	NC	cabeza
murmurando	VLger	<unknown>
que	CQUE	que
tenía	VLfin	tener
bastante	ADV	bastante
más	ADV	más
declive	NC	declive
del	PDEL	del
no	NEG	no
sé	VLfin	saber|ser
cuántos	INT	cuánto
por	PREP	por
ciento	CARD	ciento
marcado	VLadj	marcar
por	PREP	por
la	ART	el
ley	NC	ley
,	CM	,
y	CC	y
que	CQUE	que
sin	PREP	sin
duda	NC	duda
al	CSUBI	al
llevar	VLinf	llevar
la	ART	el
carretera	NC	carretera
en	PREP	en
semejante	ADJ	semejante
dirección	NC	dirección
,	CM	,
ya	ADV	ya
sabrían	VLfin	saber
los	ART	el
ingenieros	NC	ingeniero
lo	PPC	él
que	CQUE	que
se	SE	se
pescaban	VLfin	pescar
,	CM	,
y	CC	y
alguna	QU	alguno
quinta	NC	quinta
de	PREP	de
personaje	NC	personaje
político	ADJ	político
,	CM	,
alguna	QU	alguno
influencia	NC	influencia
electoral	ADJ	electoral
de	PREP	de
grueso	ADJ	grueso
calibre	NC	calibre
debía	VLfin	deber
andar	VLinf	andar
cerca	ADV	cerca
.	FS	.
Iba	VLfin	ir
el	ART	el
jinete	NC	jinete
colorado	ADJ	colorado
,	CM	,
no	NEG	no
como	ADV	como
un	ART	un
pimiento	NC	pimiento
,	CM	,
sino	CCAD	sino
como	CSUBX	como
una	ART	un
fresa	NC	fresa
,	CM	,
encendimiento	NC	<unknown>
propio	ADJ	propio
de	PREP	de
personas	NC	persona
linfáticas	ADJ	linfático
.	FS	.
Por	PREP	por
ser	NC	ser
joven	ADJ	joven
y	CC	y
de	PREP	de
miembros	NC	miembro
delicados	ADJ	delicado
,	CM	,
y	CC	y
por	PREP	por
no	NEG	no
tener	VLinf	tener
pelo	NC	pelo
de	PREP	de
