Enfin	Rg	ENFIN
,	Fw	,
Léon	Nc	Léon
,	Fw	,
tu	Pp	TU
vois	Vvc	ALLER|VOIR
cette	Dd	CE
grande	Ag	GRAND
journée	Nc	JOURNÉE
Qui	Ag	Qui
doit	Vvc	DEVOIR
de	S	DE
Tamerlan	Nc	Tamerlan
éclairer	Vvn	ÉCLAIRER
l'	Da	LE
hyménée	Nc	HYMÉNÉE
;	Fw	;
La	Vvc	La
Princesse	Nc	PRINCE|PRINCESSE
Araxide	Ag	Araxide
est	Vuc	ÊTRE
l'	Da	LE
objet	Nc	OBJET
de	S	DE
ses	Ds	SON
voeux	Nc	VU
,	Fw	,
Elle	Vvc	Elle
arrive	Vvc	ARRIVER
en	S	EN
ce	Dd	CE
Camp	Nc	CAMP
,	Fw	,
et	Cc	ET
couronne	Nc	COURONNE
ses	Ds	SON
feux	Nc	FEU|FEUX
:	Fw	:
Ce	Dd	CE
superbe	Ag	SUPERBE
vainqueur	Nc	VAINQUEUR
,	Fw	,
déjà	Rg	DÉJÀ
l'	Da	LE
effroi	Nc	EFFROI
du	S+Da	DE+LE
Monde	Nc	MONDE
,	Fw	,
Unit	Vvc	UNIR
à	S	À
ses	Ds	SON
États	Nc	États
celui	Pd	CELUI
de	S	DE
Trebizonde	Nc	Trebizonde
;	Fw	;
Araxide	Nc	Araxide
en	Pp	EN
hérite	Vvc	HÉRITER
,	Fw	,
et	Cc	ET
va	Vvc	ALLER
faire	Vvn	FAIRE
trembler	Vvn	TREMBLER
Tant	Vvc	Tant
de	S	DE
Rois	Vvc	Rois
ses	Ds	SON
voisins	Nc	VOISIN|VOISINS
qui	Pr	QUI
voulaient	Vvc	VOULOIR
l'	Pp	IL
accabler	Vvn	ACCABLER
.	Fs	.
Aurait	Vuc	AVOIR
-en	Ge	-en
cru	Ge	CROIRE|CROÎTRE
qu'	Cs	QUE
un	Dn	UN
coeur	Nc	CUR
si	Rg	SI
fier	Ag	FIER
et	Cc	ET
si	Rg	SI
sauvage	Ag	SAUVAGE
,	Fw	,
Qui	Vvc	Qui
n'	Rp	NE
avait	Vuc	AVOIR
respiré	Ge	RESPIRER
que	Cs	QUE
sang	Nc	SANG
et	Cc	ET
que	Cs	QUE
carnage	Nc	CARNAGE
,	Fw	,
Pour	Nc	POUR
un	Dn	UN
second	Nc	SECOND
hymen	Nc	HYMEN
soupirât	Vvc	SOUPIRER
en	S	EN
ce	Dd	CE
jour	Nc	JOUR
,	Fw	,
Et	Vvc	Et
voulût	Vvc	VOULOIR
tout	Di	TOUT
entier	Ag	ENTIER
se	Pp	IL
livrer	Vvn	LIVRER
à	S	À
l'	Da	LE
amour	Nc	AMOUR
:	Fw	:
Mais	Cc	MAIS
l'	Da	LE
amour	Nc	AMOUR
a	Vuc	AVOIR
rendu	Ge	RENDRE
Tamerlan	Nc	Tamerlan
plus	Rg	PLUS
traitable	Ag	TRAITABLE
,	Fw	,
Sur	Ag	SUR|SÛR
Bajazet	Nc	Bajazet
il	Pp	IL
jette	Vvc	JETER
un	Dn	UN
regard	Nc	REGARD
pitoyable	Ag	PITOYABLE
,	Fw	,
Et	Vvc	Et
son	Ds	SON
coeur	Nc	CUR
moins	Nc	MOINS
farouche	Ag	FAROUCHE
oubliant	Ga	OUBLIER
sa	Ds	SON
fierté	Nc	FIERTÉ
,	Fw	,
Il	Vvc	Il
le	Pp	IL
laisse	Vvc	LAISSER
jouir	Vvn	JOUIR
de	S	DE
quelque	Di	QUELQUE
liberté	Nc	LIBERTÉ
.	Fs	.
De	S	DE
pressantes	Ga	PRESSER
raisons	Nc	RAISON
sauront	Vvc	SAVOIR
bientôt	Rg	BIENTÔT
t'	Pp	TU
apprendre	Vvn	APPRENDRE
Ce	Vvc	Ce
secret	Ag	SECRET
intérêt	Nc	INTÉRÊT
que	Cs	QUE
mon	Ds	MON
coeur	Nc	CUR
y	Pp	Y
doit	Vvc	DEVOIR
prendre	Vvn	PRENDRE
:	Fw	:
Mais	Cc	MAIS
instruis	Vvc	INSTRUIRE
-moi	Vvc	-moi
,	Fw	,
Léon	Nc	Léon
,	Fw	,
que	Pr	QUE
font	Vvc	FAIRE
les	Da	LE
Byzantins	Nc	BYZANTIN
?	Fs	?
Sont	Vuc	ÊTRE
-ils	Ge	-ils
toujours	Rg	TOUJOURS
en	S	EN
butte	Nc	BUTTE
aux	S+Da	À+LES
fureurs	Nc	FUREUR
des	S+Da	DE+LE|DE+LES
destins	Nc	DESTIN
?	Fs	?
Et	Cc	ET
nos	Ds	NOTRE
Grecs	Nc	GREC
révoltés	Ge	RÉVOLTER
,	Fw	,
lassés	Ge	LACER|LASSER
de	S	DE
leurs	Ds	LEUR
misères	Nc	MISÈRE
,	Fw	,
Verront	Vvc	VOIR
-ils	Ag	-ils
Andronic	Nc	Andronic
au	S+Da	À+LE
trône	Nc	TRÔNE
de	S	DE
ses	Ds	SON
pères	Nc	PÈRE
?	Fs	?
Tu	Pp	TU
m'	Pp	JE
apprends	Vvc	APPRENDRE
que	Cs	QUE
mon	Ds	MON
frère	Nc	FRÈRE
en	Pp	EN
est	Vuc	ÊTRE
abandonné	Ge	ABANDONNER
,	Fw	,
Et	Vvc	Et
tu	Pp	TU
crois	Vvc	CROIRE|CROÎTRE
que	Cs	QUE
dans	S	DANS
peu	Rg	PEU
j'	Pp	JE
y	Pp	Y
serai	Vuc	ÊTRE
couronné	Ge	COURONNER
.	Fs	.
Je	Pp	JE
l'	Pp	IL
espère	Vvc	ESPÉRER
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
la	Da	LE
superbe	Ag	SUPERBE
Byzance	Nc	Byzance
,	Fw	,
Après	Vvc	Après
tant	Rg	TANT
de	S	DE
fureurs	Nc	FUREUR
,	Fw	,
rentre	Vvc	RENTRER
en	S	EN
l'	Da	LE
obéissance	Nc	OBÉISSANCE
;	Fw	;
La	Vvc	La
prise	Ge	PRENDRE|PRISER
de	S	DE
Sebaste	Nc	SÉBASTE
,	Fw	,
et	Cc	ET
tant	Rg	TANT
d'	S	DE
autres	Ag	AUTRE
combats	Nc	COMBAT
Où	Vvc	Où
Tamerlan	Nc	Tamerlan
vainqueur	Nc	VAINQUEUR
employa	Vvc	EMPLOYER
votre	Ds	VOTRE
bras	Nc	BRAS
.	Fs	.
,	Fw	,
Et	Vvc	Et
Bajazet	Nc	Bajazet
captif	Ag	CAPTIF
,	Fw	,
et	Cc	ET
l'	Pp	IL
Europe	Vvc	Europe
alarmée	Ge	ALARMER
,	Fw	,
La	Vvc	La
font	Vvc	FAIRE
trembler	Vvn	TREMBLER
au	S+Da	À+LE
bruit	Nc	BRUIT
de	S	DE
votre	Ds	VOTRE
renommée	Nc	RENOMMÉE
.	Fs	.
Nos	Ds	NOTRE
Grecs	Nc	GREC
ont	Vuc	AVOIR
député	Ge	DÉPUTER
,	Fw	,
Phocas	Vvc	Phocas
et	Cc	ET
Léontin	Nc	Léontin
De	Vvc	De
l'	Da	LE
Empire	Nc	EMPIRE
à	S	À
ses	Ds	SON
pieds	Nc	PIED
ont	Vuc	AVOIR
soumis	Ge	SOUMETTRE
le	Da	LE
destin	Nc	DESTIN
,	Fw	,
Et	Vvc	Et
par	S	PAR
ce	Dd	CE
coup	Nc	COUP
d'	S	DE
État	Nc	État
prévenant	Ga	PRÉVENIR
la	Da	LE
tempête	Nc	TEMPÊTE
,	Fw	,
Espèrent	Vvc	Espèrent
par	S	PAR
sa	Ds	SON
main	Nc	MAIN
couronner	Vvn	COURONNER
votre	Ds	VOTRE
tête	Nc	TÊTE
.	Fs	.
Oui	Rg	OUI
,	Fw	,
j'	Pp	JE
espère	Vvc	ESPÉRER
et	Cc	ET
je	Pp	JE
crains	Vvc	CRAINDRE
;	Fw	;
tu	Pp	TU
connais	Vvc	CONNAÎTRE
l'	Da	LE
Empereur	Nc	EMPEREUR
,	Fw	,
Sa	Vvc	Sa
libéralité	Nc	LIBÉRALITÉ
répond	Vvc	RÉPONDRE
à	S	À
son	Ds	SON
grand	Ag	GRAND
coeur	Nc	CUR
,	Fw	,
D'	Nc	D'
une	Dn	UN
main	Nc	MAIN
il	Pp	IL
attaque	Vvc	ATTAQUER
et	Cc	ET
prend	Vvc	PRENDRE
une	Dn	UN
Couronne	Nc	COURONNE
,	Fw	,
Et	Vvc	Et
de	S	DE
l'	Da	LE
autre	Pi	AUTRE
souvent	Rg	SOUVENT
il	Pp	IL
la	Pp	IL
rend	Vvc	RENDRE
,	Fw	,
ou	Cc	OU
la	Pp	IL
donne	Vvc	DONNER
;	Fw	;
Dans	Vvc	Dans
cette	Dd	CE
offre	Nc	OFFRE
Byzance	Nc	Byzance
