Soeur	Nc	SUR
Ariane	Ag	Ariane
y	Pp	Y
monta	Vvc	MONTER
Par	Nc	PAR
la	Da	LE
faveur	Nc	FAVEUR
du	S+Da	DE+LE
fils	Nc	FIL|FILS
dont	Pr	DONT
Séméle	Vvc	Séméle
avorta	Vvc	AVORTER
?	Fs	?
Les	Da	LE
deux	Nc	DEUX
Astres	Vvc	Astres
Jumeaux	Nc	JUMEAU
,	Fw	,
que	Cs	QUE
l'	Da	LE
Océan	Nc	Océan
révère	Vvc	RÉVÉRER
,	Fw	,
N'	Vvc	N'
y	Pp	Y
triomphent	Vvc	TRIOMPHER
-ils	Vvc	-ils
pas	Rg	PAS
du	S+Da	DE+LE
péché	Nc	PÉCHÉ
de	S	DE
leur	Ds	LEUR
mère	Nc	MÈRE
?	Fs	?
L'	Da	LE
honneur	Nc	HONNEUR
ne	Rp	NE
conduit	Vvc	CONDUIRE
plus	Rg	PLUS
en	S	EN
ces	Dd	CE
champs	Nc	CHAMP|CHAMPS
azurés	Ge	AZURER
,	Fw	,
Les	Vvc	Les
vices	Nc	VICE
,	Fw	,
aujourd'hui	Rg	AUJOURD'HUI
,	Fw	,
s'	Cs	SI
en	Pp	EN
sont	Vuc	ÊTRE
fait	Ge	FAIRE
les	Da	LE
degrés	Nc	DEGRÉ
,	Fw	,
Où	Vvc	Où
la	Da	LE
vertu	Nc	VERTU
régna	Vvc	RÉGNER
,	Fw	,
le	Da	LE
déshonneur	Nc	DÉSHONNEUR
habite	Vvc	HABITER
,	Fw	,
Et	Vvc	Et
le	Da	LE
crime	Nc	CRIME
a	Vuc	AVOIR
le	Da	LE
prix	Nc	PRIX
,	Fw	,
qu'	Pr	QUE
eut	Vuc	AVOIR
jadis	Rg	JADIS
le	Da	LE
mérite	Nc	MÉRITE
;	Fw	;
Mais	Vvc	Mais
,	Fw	,
que	Cs	QUE
ma	Ds	MON
plainte	Nc	PLAINTE
,	Fw	,
à	S	À
tort	Nc	TORT
,	Fw	,
ramène	Vvc	RAMENER
les	Da	LE
vieux	Ag	VIEUX
ans	Nc	AN
,	Fw	,
Où	Vvc	Où
le	Da	LE
temps	Nc	TEMPS
lui	Pp	IL
fournit	Vvc	FOURNIR
des	Dn	UN
objets	Nc	OBJET
si	Rg	SI
présents	Ag	PRÉSENT
;	Fw	;
Alcmène	Vvc	Alcmène
ira	Vvc	ALLER
bientôt	Rg	BIENTÔT
y	Pp	Y
posséder	Vvn	POSSÉDER
la	Da	LE
place	Nc	PLACE|PLACÉ
,	Fw	,
Que	Vvc	Que
sans	S	SANS
doute	Nc	DOUTE
déjà	Rg	DÉJÀ
,	Fw	,
ce	Pd	CE
perfide	Ag	PERFIDE
lui	Pp	IL
trace	Vvc	TRACER
,	Fw	,
Déjà	Vvc	Déjà
,	Fw	,
je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
l'	Pp	IL
y	Pp	Y
voir	Vvn	VOIR
en	S	EN
pompeux	Ag	POMPEUX
appareil	Nc	APPAREIL
,	Fw	,
Venir	Vvn	VENIR
remplir	Vvn	REMPLIR
un	Dn	UN
lieu	Nc	LIEU
,	Fw	,
plus	Rg	PLUS
haut	Ag	HAUT
que	Cs	QUE
le	Da	LE
Soleil	Nc	SOLEIL
,	Fw	,
D'	Nc	D'
un	Dn	UN
regard	Nc	REGARD
dédaigneux	Ag	DÉDAIGNEUX
braver	Vvn	BRAVER
ma	Ds	MON
jalousie	Nc	JALOUSIE
,	Fw	,
Et	Vvc	Et
riante	Ag	RIANT
,	Fw	,
à	S	À
mes	Ds	MON
yeux	Nc	OEIL|YEUX
savourer	Vvn	SAVOURER
l'	Da	LE
ambrosie	Nc	AMBROSIE
;	Fw	;
C'	Vvc	C'
est	Vuc	ÊTRE
ce	Dd	CE
superbe	Ag	SUPERBE
objet	Nc	OBJET
de	S	DE
mon	Ds	MON
juste	Ag	JUSTE
courroux	Nc	COURROUX
,	Fw	,
Qui	Vvc	Qui
tire	Vvc	TIRER
de	S	DE
mon	Ds	MON
lit	Nc	LIT
cet	Dd	CE
adultère	Ag	ADULTÈRE
époux	Nc	ÉPOUX
,	Fw	,
Qui	Vvc	Qui
,	Fw	,
comblant	Ga	COMBLER
de	S	DE
faveurs	Nc	FAVEUR
son	Ds	SON
ardeur	Nc	ARDEUR
effrénée	Ag	EFFRÉNÉ
,	Fw	,
M'	Vvc	M'
ôte	Vvc	ÔTER
les	Da	LE
saints	Ag	SAINT
baisers	Nc	BAISER
qu'	Pr	QUE
il	Pp	IL
doit	Vvc	DEVOIR
à	S	À
l'	Da	LE
Hyménée	Nc	Hyménée
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
d'	S	DE
elle	Pp	IL
,	Fw	,
(	Fw	(
si	Cs	SI
du	S+Da	DE+LE
sort	Nc	SORT
qui	Pr	QUI
régit	Vvc	RÉGIR
l'	Da	LE
Univers	Nc	UNIVERS
Les	Vvc	Les
livres	Nc	LIURE|LIVRE
éternels	Ag	ÉTERNEL
à	S	À
mes	Ds	MON
yeux	Nc	OEIL|YEUX
sont	Vuc	ÊTRE
ouverts	Ge	OUVRIR
,	Fw	,
)	Fw	)
C'	Vvc	C'
est	Vuc	ÊTRE
d'	S	DE
elle	Pp	IL
que	Pr	QUE
va	Vvc	ALLER
naître	Vvn	NAÎTRE
un	Dn	UN
Héros	Nc	Héros
indomptable	Ag	INDOMPTABLE
,	Fw	,
Un	Vvc	Un
Alcide	Vvc	Alcide
,	Fw	,
un	Dn	UN
prodige	Nc	PRODIGE
aux	S+Da	À+LES
Monstres	Nc	MONSTRE
redoutable	Ag	REDOUTABLE
,	Fw	,
Qui	Vvc	Qui
seul	Ag	SEUL
doit	Vvc	DEVOIR
plus	Rg	PLUS
que	Cs	QUE
tous	Di	TOUT
obscurcir	Vvn	OBSCURCIR
mon	Ds	MON
renom	Nc	RENOM
,	Fw	,
Et	Vvc	Et
qui	Pr	QUI
seul	Ag	SEUL
doit	Vvc	DEVOIR
régner	Vvn	RÉGNER
au	S+Da	À+LE
mépris	Nc	MÉPRIS
de	S	DE
Junon	Nc	Junon
.	Fs	.
Combien	Rg	COMBIEN
dure	Vvc	DURER
la	Da	LE
nuit	Nc	NUIT
,	Fw	,
qui	Pr	QUI
le	Pp	IL
promet	Vvc	PROMETTRE
au	S+Da	À+LE
monde	Nc	MONDE
?	Fs	?
Le	Da	LE
Soleil	Nc	SOLEIL
par	S	PAR
respect	Nc	RESPECT
,	Fw	,
n'	Rp	NE
ose	Vvc	OSER
sortir	Vvn	SORTIR
de	S	DE
l'	Da	LE
Onde	Nc	ONDE
,	Fw	,
Et	Vvc	Et
par	S	PAR
solennité	Nc	SOLENNITÉ
,	Fw	,
la	Pp	IL
courrière	Vvc	courrière
des	Dn	UN
Mois	Nc	MOI|MOIS
,	Fw	,
Contre	Vvc	CONTRER
l'	Da	LE
ordre	Nc	ORDRE
des	S+Da	DE+LE|DE+LES
nuits	Nc	NUIT
,	Fw	,
n'	Rp	NE
en	Pp	EN
fait	Vvc	FAIRE
qu'	Cs	QUE
une	Pi	UN
de	S	DE
trois	Nc	TROIS
;	Fw	;
Ainsi	Vvc	Ainsi
,	Fw	,
pour	S	POUR
honorer	Vvn	HONORER
,	Fw	,
ce	Pd	CE
qui	Pr	QUI
me	Pp	JE
déshonore	Vvc	DÉSHONORER
,	Fw	,
Le	Vvc	Le
ciel	Nc	CIEL
même	Ag	MÊME
fléchit	Vvc	FLÉCHIR
,	Fw	,
le	Da	LE
jour	Nc	JOUR
ne	Rp	NE
peut	Vvc	POUVOIR
éclore	Vvn	ÉCLORE
,	Fw	,
Et	Vvc	Et
pour	S	POUR
un	Dn	UN
fruit	Nc	FRUIT
honteux	Ag	HONTEUX
,	Fw	,
de	S	DE
baisers	Nc	BAISER
criminels	Ag	CRIMINEL
,	Fw	,
La	Vvc	La
nature	Nc	NATURE
interrompt	Vvc	INTERROMPRE
ses	Ds	SON
ordres	Nc	ORDRE
éternels	Ag	ÉTERNEL
.	Fs	.
Mais	Cc	MAIS
qu'	Cs	QUE
il	Pp	IL
naisse	Vvc	NAÎTRE
,	Fw	,
et	Cc	ET
commence	Vvc	COMMENCER
une	Dn	UN
incroyable	Ag	INCROYABLE
histoire	Nc	HISTOIRE
,	Fw	,
Sa	Vvc	Sa
peine	Nc	PEINE
avec	S	AVEC
usure	Nc	USURE
achètera	Vvc	ACHETER
sa	Ds	SON
gloire	Nc	GLOIRE
,	Fw	,
Le	Vvc	Le
noir	Ag	NOIR
séjour	Nc	SÉJOUR
des	S+Da	DE+LE|DE+LES
morts	Nc	MORT
,	Fw	,
l'	Da	LE
air	Nc	AIR
,	Fw	,
la	Da	LE
terre	Nc	TERRE
,	Fw	,
le	Da	LE
ciel	Nc	CIEL
Vomiront	Vvc	VOMIR
contre	S	CONTRE
lui	Pp	IL
,	Fw	,
tout	Pi	TOUT
ce	Pd	CE
qu'	Pr	QUE
ils	Pp	ILS
ont	Vuc	AVOIR
de	S	DE
fiel	Nc	FIEL
;	Fw	;
Mortel	Nc	MORTEL
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
l'	Da	LE
objet	Nc	OBJET
d'	S	DE
une	Dn	UN
immortelle	Ag	IMMORTEL
haine	Nc	HAINE
,	Fw	,
Aussitôt	Vvc	Aussitôt
que	Cs	QUE
ses	Ds	SON
jours	Nc	JOUR|JOURS
,	Fw	,
commencera	Vvc	COMMENCER
sa	Ds	SON
peine	Nc	PEINE
,	Fw	,
Les	Vvc	Les
lions	Nc	LION
,	Fw	,
les	Da	LE
serpents	Nc	SERPENT
,	Fw	,
les	Da	LE
hydres	Nc	HYDRE
,	Fw	,
les	Da	LE
taureaux	Nc	TAUREAU
Seront	Vvc	Seront
de	S	DE
son	Ds	SON
repos	Nc	REPOS
les	Da	LE
renaissants	Ag	RENAISSANT
bourreaux	Nc	BOURREAU
,	Fw	,
Et	Vvc	Et
je	Pp	JE
regretterais	Vvc	REGRETTER
une	Dn	UN
heure	Nc	HEURE|HURE
de	S	DE
sa	Ds	SON
vie	Nc	VIE
,	Fw	,
Qui	Vvc	Qui
d'	S	DE
un	Dn	UN
nouveau	Ag	NOUVEAU
travail	Nc	TRAVAIL
,	Fw	,
ne	Rp	NE
serait	Vuc	ÊTRE
poursuivie	Ge	POURSUIVRE
;	Fw	;
Je	Vvc	Je
sais	Vvc	SAVOIR
que	Cs	QUE
son	Ds	SON
courage	Nc	COURAGE
,	Fw	,
égal	Ag	ÉGAL
à	S	À
son	Ds	SON
malheur	Nc	MALHEUR
,	Fw	,
Remplira	Vvc	REMPLIR
l'	Da	LE
Univers	Nc	UNIVERS
du	S+Da	DE+LE
bruit	Nc	BRUIT
de	S	DE
sa	Ds	SON
valeur	Nc	VALEUR
;	Fw	;
Que	Vvc	Que
lion	Nc	LION
,	Fw	,
plus	Rg	PLUS
lion	Nc	LION
que	Cs	QUE
tous	Di	TOUT
ceux	Pd	CELUI
de	S	DE
Némée	Nc	Némée
,	Fw	,
Il	Vvc	Il
lassera	Vvc	LACER|LASSER
ma	Ds	MON
haine	Nc	HAINE
,	Fw	,
à	S	À
sa	Ds	SON
perte	Nc	PERTE
animée	Ge	ANIMER
,	Fw	,
Je	Vvc	Je
sais	Vvc	SAVOIR
que	Cs	QUE
ses	Ds	SON
effets	Nc	EFFET
passeront	Vvc	PASSER
mes	Ds	MON
desseins	Nc	DESSEIN
,	Fw	,
Que	Vvc	Que
mes	Ds	MON
yeux	Nc	OEIL|YEUX
seront	Vuc	ÊTRE
las	Ag	LAS
,	Fw	,
bien	Rg	BIEN
plutôt	Rg	PLUTÔT
que	Cs	QUE
ses	Ds	SON
mains	Nc	MAIN
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
achèvera	Vvc	ACHEVER
plus	Rg	PLUS
,	Fw	,
que	Cs	QUE
je	Pp	JE
ne	Rp	NE
délibère	Vvc	DÉLIBÉRER
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
par	S	PAR
ses	Ds	SON
exploits	Nc	EXPLOIT
,	Fw	,
il	Pp	IL
prouvera	Vvc	PROUVER
son	Ds	SON
père	Nc	PÈRE
,	Fw	,
Mais	Vvc	Mais
que	Cs	QUE
des	Dn	UN
enfers	Nc	ENFER
même	Ag	MÊME
,	Fw	,
il	Pp	IL
sorte	Vvc	SORTIR
glorieux	Ag	GLORIEUX
,	Fw	,
Que	Vvc	Que
second	Nc	SECOND
Encelade	Nc	Encelade
il	Pp	IL
attaque	Vvc	ATTAQUER
les	Da	LE
Cieux	Nc	CIEL|CIEUX
,	Fw	,
Et	Vvc	Et
mette	Vvc	METTRE
la	Da	LE
frayeur	Nc	FRAYEUR
au	S+Da	À+LE
sein	Nc	SEIN
du	S+Da	DE+LE
Dieu	Nc	DIEU
de	S	DE
Thrace	Nc	THRACE
;	Fw	;
...	Fs	...
...	Fs	...
...	Fs	...
...	Fs	...
...	Fs	...
...	Fs	...
...	Fs	...
...	Fs	...
...	Fs	...
...	Fs	...
...	Fs	...
...	Fs	...
...	Fs	...
.	Fs	.
Mon	Ds	MON
seul	Ag	SEUL
ressentiment	Nc	RESSENTIMENT
,	Fw	,
ma	Ds	MON
seule	Ag	SEUL
passion	Nc	PASSION
,	Fw	,
Saura	Vvc	SAURER|SAVOIR
bien	Rg	BIEN
triompher	Vvn	TRIOMPHER
de	S	DE
son	Ds	SON
ambition	Nc	AMBITION
,	Fw	,
D'	Nc	D'
autres	Ag	AUTRE
armes	Nc	ARME|ARMÉ
manquant	Ga	MANQUER
à	S	À
ma	Ds	MON
fureur	Nc	FUREUR
extrême	Ag	EXTRÊME
,	Fw	,
Je	Vvc	Je
n'	Rp	NE
opposerai	Vvc	OPPOSER
plus	Rg	PLUS
que	Cs	QUE
lui-même	Pp	LUI-MÊME
,	Fw	,
à	S	À
lui-même	Pp	LUI-MÊME
,	Fw	,
Lui-même	Vvc	Lui-même
il	Pp	IL
se	Pp	IL
vaincra	Vvc	VAINCRE
,	Fw	,
s'	Pp	SE
il	Pp	IL
naît	Vvc	NAÎTRE
pour	S	POUR
vaincre	Vvn	VAINCRE
tout	Pi	TOUT
;	Fw	;
De	Vvc	De
ce	Dd	CE
dernier	Ag	DERNIER
ouvrage	Nc	OUVRAGE
,	Fw	,
il	Pp	IL
viendra	Vvc	VENIR
bien	Rg	BIEN
à	S	À
bout	Nc	BOUT
;	Fw	;
Je	Vvc	Je
veux	Vvc	VOULOIR
qu'	Cs	QUE
il	Pp	IL
ait	Vuc	AVOIR
ensemble	Rg	ENSEMBLE
,	Fw	,
et	Cc	ET
la	Da	LE
gloire	Nc	GLOIRE
,	Fw	,
et	Cc	ET
la	Da	LE
honte	Nc	HONTE
,	Fw	,
Qu'	Vvc	Qu'
au	S+Da	À+LE
rang	Nc	RANG
de	S	DE
ses	Ds	SON
vaincus	Nc	VAINCU
,	Fw	,
quelque	Di	QUELQUE
jour	Nc	JOUR
on	Pp	ON
le	Pp	IL
compte	Vvc	COMPTER
,	Fw	,
S'	Vvc	S'
il	Pp	IL
triomphe	Vvc	TRIOMPHER
de	S	DE
tout	Pi	TOUT
,	Fw	,
et	Cc	ET
si	Cs	SI
pour	S	POUR
son	Ds	SON
trépas	Nc	TRÉPAS
Tout	Vvc	Tout
autre	Pi	AUTRE
est	Vuc	ÊTRE
impuissant	Ag	IMPUISSANT
,	Fw	,
il	Pp	IL
ne	Rp	NE
le	Pp	IL
sera	Vuc	ÊTRE
pas	Rg	PAS
;	Fw	;
Lui-même	Vvc	Lui-même
,	Fw	,
contre	S	CONTRE
lui	Pp	IL
,	Fw	,
servira	Vvc	SERVIR
ma	Ds	MON
colère	Nc	COLÈRE
,	Fw	,
Mieux	Ag	Mieux
qu'	Cs	QUE
hydre	Nc	HYDRE
,	Fw	,
que	Cs	QUE
serpents	Nc	SERPENT
,	Fw	,
que	Cs	QUE
lion	Nc	LION
,	Fw	,
que	Pr	QUE
Cerbère	Vvc	Cerbère
,	Fw	,
Et	Vvc	Et
ne	Rp	NE
laissera	Vvc	LAISSER
pas	Rg	PAS
à	S	À
la	Da	LE
Postérité	Nc	Postérité
,	Fw	,
L'	Vvc	L'
audace	Nc	AUDACE
d'	S	DE
attenter	Vvn	ATTENTER
,	Fw	,
à	S	À
la	Da	LE
divinité	Nc	DIVINITÉ
.	Fs	.
Vierge	Ag	VIERGE
,	Fw	,
Reine	Vvc	Reine
des	Dn	UN
mois	Nc	MOI|MOIS
,	Fw	,
et	Cc	ET
des	S+Da	DE+LE|DE+LES
feux	Nc	FEU|FEUX
inconstants	Ag	INCONSTANT
,	Fw	,
Qui	Vvc	Qui
président	Nc	PRÉSIDENT
au	S+Da	À+LE
cours	Nc	COUR|COURS|COURT
de	S	DE
la	Da	LE
moitié	Nc	MOITIÉ
du	S+Da	DE+LE
temps	Nc	TEMPS
,	Fw	,
Lune	Vvc	Lune
,	Fw	,
marche	Vvc	MARCHER
à	S	À
pas	Rg	PAS
lents	Ag	LENT
,	Fw	,
laisse	Vvc	LAISSER
dormir	Vvn	DORMIR
ton	Ds	TON
frère	Nc	FRÈRE
,	Fw	,
Tiens	Vvc	TENIR
le	Da	LE
frein	Nc	FREIN
aux	S+Da	À+LES
coureurs	Nc	COUREUR
qui	Pr	QUI
tirent	Vvc	TIRER
ta	Ds	TON
litière	Nc	LITIÈRE
,	Fw	,
Cependant	Ga	Cependant
que	Cs	QUE
mon	Ds	MON
père	Nc	PÈRE
enivré	Ge	ENIVRER
de	S	DE
plaisirs	Nc	PLAISIR
,	Fw	,
Au	Vvc	Au
sein	Nc	SEIN
de	S	DE
ses	Ds	SON
amours	Nc	AMOUR
le	Da	LE
lâche	Nc	LÂCHE|LÂCHÉ
à	S	À
ses	Ds	SON
désirs	Nc	DÉSIR
.	Fs	.
Prête	Vvc	Prête
avec	S	AVEC
moi	Pp	JE
ton	Ds	TON
aide	Nc	AIDE
à	S	À
cette	Dd	CE
jouissance	Nc	JOUISSANCE
,	Fw	,
Et	Vvc	Et
de	S	DE
ta	Ds	TON
chasteté	Nc	CHASTETÉ
ne	Rp	NE
prends	Vvc	PRENDRE
point	Rg	POINT
de	S	DE
dispense	Nc	DISPENSE|DISPENSÉ
;	Fw	;
Absolu	Vvc	Absolu
comme	Cs	COMME
il	Pp	IL
est	Vuc	ÊTRE
sur	S	SUR
tous	Di	TOUT
les	Da	LE
autres	Ag	AUTRE
Dieux	Nc	DIEU|DIEUX
,	Fw	,
À	Nc	À
notre	Ds	NOTRE
obéissance	Nc	OBÉISSANCE
il	Pp	IL
doit	Vvc	DEVOIR
fermer	Vvn	FERMER
les	Da	LE
yeux	Nc	OEIL|YEUX
.	Fs	.
Le	Da	LE
rang	Nc	RANG
des	S+Da	DE+LE|DE+LES
vicieux	Nc	VICIEUX
ôte	Vvc	ÔTER
la	Da	LE
honte	Nc	HONTE
aux	S+Da	À+LES
vices	Nc	VICE
,	Fw	,
Et	Vvc	Et
donne	Vvc	DONNER
de	S	DE
beaux	Ag	BEAU
noms	Nc	NOM
à	S	À
de	Dn	UN
honteux	Ag	HONTEUX
offices	Nc	OFFICE|OFFICES
;	Fw	;
C'	Vvc	C'
est	Vuc	ÊTRE
Éloquence	Nc	Éloquence
à	S	À
moi	Pp	JE
,	Fw	,
que	Cs	QUE
de	S	DE
servir	Vvn	SERVIR
ses	Ds	SON
feux	Nc	FEU|FEUX
,	Fw	,
Que	Vvc	Que
de	S	DE
persuader	Vvn	PERSUADER
les	Da	LE
objets	Nc	OBJET
de	S	DE
ses	Ds	SON
voeux	Nc	VU
Et	Vvc	Et
mon	Ds	MON
nom	Nc	NOM
est	Vuc	ÊTRE
celui	Pd	CELUI
de	S	DE
messager	Nc	MESSAGER
du	S+Da	DE+LE
Pôle	Nc	Pôle
,	Fw	,
Qui	Vvc	Qui
de	S	DE
mon	Ds	MON
père	Nc	PÈRE
en	S	EN
terre	Nc	TERRE
apporte	Vvc	APPORTER
la	Da	LE
parole	Nc	PAROLE
.	Fs	.
Retarde	Nc	RETARDÉ
en	S	EN
sa	Ds	SON
faveur	Nc	FAVEUR
la	Da	LE
naissance	Nc	NAISSANCE
du	S+Da	DE+LE
jour	Nc	JOUR
.	Fs	.
Mais	Cc	MAIS
Sosie	Nc	SOSIE
en	S	EN
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
avance	Vvc	AVANCER
son	Ds	SON
retour	Nc	RETOUR
,	Fw	,
Pour	Nc	POUR
servir	Vvn	SERVIR
Jupiter	Nc	Jupiter
,	Fw	,
cessons	Vvc	CESSER
d'	S	DE
être	Vun	ÊTRE
Mercure	Nc	MERCURE
,	Fw	,
Allons	Vvc	ALLER
de	S	DE
ce	Dd	CE
valet	Nc	VALET
emprunter	Vvn	EMPRUNTER
la	Da	LE
figure	Nc	FIGURE|FIGURÉ
,	Fw	,
Et	Vvc	Et
troublons	Vvc	TROUBLER
son	Ds	SON
esprit	Nc	ESPRIT
d'	S	DE
un	Dn	UN
si	Rg	SI
plaisant	Ga	PLAIRE
souci	Nc	SOUCI
,	Fw	,
Que	Vvc	Que
s'	Pp	SE
ignorant	Ga	IGNORER
soi	Pp	IL
-même	Vvc	-même
,	Fw	,
il	Pp	IL
s'	Pp	SE
éloigne	Vvc	ÉLOIGNER
d'	S	DE
ici	Rg	ICI
.	Fs	.
Quelle	Dt	QUEL
témérité	Nc	TÉMÉRITÉ
pareille	Ag	PAREIL
à	S	À
mon	Ds	MON
audace	Nc	AUDACE
,	Fw	,
Pourrait	Vvc	POUVOIR
entrer	Vvn	ENTRER
au	S+Da	À+LE
sein	Nc	SEIN
du	S+Da	DE+LE
Dieu	Nc	DIEU
même	Ag	MÊME
de	S	DE
Thrace	Nc	THRACE
?	Fs	?
À	Vvc	À
quelle	Dt	QUEL
complaisance	Nc	COMPLAISANCE
un	Dn	UN
serf	Nc	SERF
est-il	Ag	est-il
réduit	Vvc	RÉDUIRE
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
faille	Vvc	FAILLIR|FALLOIR
marcher	Vvn	MARCHER
seul	Ag	SEUL
,	Fw	,
à	S	À
telle	Di	TEL
heure	Nc	HEURE|HURE
de	S	DE
nuit	Nc	NUIT
?	Fs	?
Si	Rg	SI
