Oui	Rg	OUI
,	Fw	,
je	Pp	JE
viens	Vvc	VENIR
dans	S	DANS
son	Ds	SON
Temple	Nc	TEMPLE
adorer	Vvn	ADORER
l'	Da	LE
Éternel	Nc	Éternel
.	Fs	.
Je	Pp	JE
viens	Vvc	VENIR
,	Fw	,
selon	S	SELON
l'	Da	LE
usage	Nc	USAGE
antique	Ag	ANTIQUE
et	Cc	ET
solennel	Ag	SOLENNEL
,	Fw	,
Célébrer	Nc	Célébrer
avec	S	AVEC
vous	Pp	VOUS
la	Da	LE
fameuse	Ag	FAMEUX
journée	Nc	JOURNÉE
,	Fw	,
Où	Vvc	Où
sur	S	SUR
le	Da	LE
mont	Nc	MONT
Sina	Vvc	Sina
la	Da	LE
Loi	Nc	LOI
nous	Pp	NOUS
fut	Vuc	ÊTRE
donnée	Ge	DONNER
.	Fs	.
Que	Cs	QUE
les	Da	LE
temps	Nc	TEMPS
sont	Vuc	ÊTRE
changés	Ge	CHANGER
!	Fs	!
Sitôt	Vvc	Sitôt
que	Cs	QUE
de	S	DE
ce	Dd	CE
jour	Nc	JOUR
La	Vvc	La
trompette	Nc	TROMPETTE
sacrée	Ge	SACRER
annonçait	Vvc	ANNONCER
le	Da	LE
retour	Nc	RETOUR
,	Fw	,
Du	Vvc	Du
Temple	Nc	TEMPLE
orné	Ge	ORNER
partout	Rg	PARTOUT
de	S	DE
festons	Nc	FESTON
magnifiques	Ag	MAGNIFIQUE
,	Fw	,
Le	Vvc	Le
peuple	Nc	PEUPLE
saint	Ag	SAINT
en	S	EN
foule	Nc	FOULE
inondait	Vvc	INONDER
les	Da	LE
portiques	Nc	PORTIQUE
.	Fs	.
Et	Cc	ET
tous	Pi	TOUT
devant	S	DEVANT
l'	Da	LE
autel	Nc	AUTEL
avec	S	AVEC
ordre	Nc	ORDRE
introduits	Ge	INTRODUIRE
,	Fw	,
De	Vvc	De
leurs	Ds	LEUR
champs	Nc	CHAMP|CHAMPS
dans	S	DANS
leurs	Ds	LEUR
mains	Nc	MAIN
portant	Ga	PORTER
les	Da	LE
nouveaux	Ag	NOUVEAU
fruits	Nc	FRUIT
,	Fw	,
Au	Vvc	Au
Dieu	Nc	DIEU
de	S	DE
l'	Da	LE
univers	Nc	UNIVERS
consacraient	Vvc	CONSACRER
ces	Dd	CE
prémices	Nc	PRÉMICES
.	Fs	.
Les	Da	LE
prêtres	Nc	PRÊTRE
ne	Rp	NE
pouvaient	Vvc	POUVOIR
suffire	Vvn	SUFFIRE
aux	S+Da	À+LES
sacrifices	Nc	SACRIFICE
.	Fs	.
L'	Da	LE
audace	Nc	AUDACE
d'	S	DE
une	Dn	UN
femme	Nc	FEMME
arrêtant	Ga	ARRÊTER
